entry,size,nmnem,mnemhash,strings,callees,imms,datafps
0x000121e0,209,59,613a4880a72aec4cf8354f10cdbc430cdd192b8f,"","54350;53f30;54350","fffffff0","0000803f0000003f|000000bf000000bf|e02e65c200000000|0000003f0000003f"
0x000122c0,92,35,e7ecb46a83264e279df948bf1bdc32229e54bc61,"","12800;121e0","","c001000020000000|c101000020000000"
0x00012320,163,73,413198ce3362b0125271a7da0a6fae6d40a653a1,"","5a460;114f0;5a460;5a460","",""
0x000123d0,171,77,5601882abf6d5d6d8f382c0b8b87964ea97d23ae,"","5a440;11550;5a3b0;5a440","",""
0x00012480,32,13,d407a84325c7ba8576b298c7666a1356b524184d,"","11590","",""
0x00012800,43,15,0f03d445c44ccfa5adff6e2c48b276689db44d5a,"","","",""
0x00012830,396,144,7b0c922db43bde95f1ec222c9646911ce6bf97f0,"","12b30;60cd0;72de0;12b30;60cd0","80000013",""
0x000129c0,77,30,8199b5a1159a0088e68701a2ba4f36449c061a1b,"","6fac0;72d80","",""
0x00012a10,29,12,0a3b5b6a7765ba239dc5d0ecab8c9755d6c234ee,"","13130","",""
0x00012a30,8,3,fdd03da7373abdf1961d29bea7ae773be99261ad,"","","",""
0x00012a40,5,1,579fef9fc2259ba33572978303da81e25e869a9f,"","","",""
0x00012a50,17,6,553b3247b578755900a63ee767daf7dea23c40e0,"","","",""
0x00012a70,30,8,e1b12fcc3e44374701f0efd7f40c9c1debf29bd9,"","13170","",""
0x00012b30,5,2,0eaf1fafb0ca569043d76c0b5727fdb6b43a4f8e,"","","",""
0x00012b40,15,4,baafe9f9919e94ca2d062a35b6988c44dc8a23b1,"","","",""
0x00012bd0,15,5,8fb69862feefbe678b4c0b52c6681054c717e323,"","","",""
0x00012d10,198,43,7e96085c61c67d79eb3357584d906aa9dcd751c1,"","505c0;6c600;6c660;6c690;6c6b0;6f680;6f6b0;6f6e0","","ff0dc4522d007533|a1c4522d0083ec10|a1b8522d008b4c24|a1b8522d0056578b|8b0db8522d008b44|33c0c3cccccccccc|8b442404c3cccccc|8b15bc522d00568b|a1bc522d008b4c24|a1bc522d0056578b|8b0dbc522d008b44|8b4c24048b15bc52|8b0dbc522d008b54|a1bc522d00538b5c|8b4424048b0dbc52"
0x00012de0,100,37,eebf4fe79d8c17c622dae93fb5ff540856ec82de,"","","","00401c469a999999"
0x00012e50,90,35,00b2274236fcca5754d14fc1c7a00f53c5c8de25,"","","",""
0x00012eb0,145,57,0f96014bf84b824121fba3f9f92a30eb7039cbe3,"","","",""
0x00012f50,473,145,875ee47adae6266039fba823ce8c4791baba1f51,"","732e0;73a30","ffffff00|fffffff8",""
0x00013130,52,21,af139190e264e611df90855aba9d809ceff02f4e,"","12e50;6f450;12a30","",""
0x00013170,565,209,b1291061c7bdfbef9a8f3c1e77a8c3d273f1509d,"","12a10;12eb0;6f1f0;732d0;72d80;12f50;72e80;6ee30;13c90;12de0;6f220","3f000000|38d1b717",""
0x000134f0,125,44,7ecc6e428837c851fb033eebb7377375aaad1337,"","4ff80;53c20;f9178","fffffff0","0000804f3ec3ae39"
0x00013570,131,41,0dc2d69e1f3138cf495254968d67b0893cc4745b,"","","","0000803f0000003f|0000804f3ec3ae39"
0x00013600,68,15,ace140f0675ac165649de7547fd403856627b83e,"","136b0;c1cd0;c1cd0;c1cd0","",""
0x00013650,45,15,4f352812bd202c6a98a94fd468423d747af6ed52,"","60020","",""
0x000136b0,56,18,483e80b1b96ea43c7097558f9d3595c8e8fd804b,"","5ffb0;5f830;5f9d0;5f460","","d0ed2900e05a0100"
0x000136f0,14,4,baafe9f9919e94ca2d062a35b6988c44dc8a23b1,"","","",""
0x00013700,69,31,af5af87676d4779a24dfd5ef3d8d41bd0d06c31c,"","","fffffff8|fffffffc",""
0x00013750,134,51,4436194f4629bfe87652a43e5818feb838d6ac09,"","","",""
0x000137e0,205,69,7b9f0801086b7b44698d2b413f5cb65e8a8c652f,"","13750;13750","fffffffc|fffffff8",""
0x000138c0,966,250,9ee08149925ff67eb8c98f4b18532ba8213beffc,"","55080","fffffffc","000000000000a0c1|0000803f0000003f"
0x00013c90,136,55,17f30b166078772a0516d87a7cb28d965d0f9661,"","137e0;138c0;13700","",""
0x00013d20,94,33,edcc6d97118da7731b639aabe2ac14feeb519657,"","72f70","",""
0x00013d80,313,130,6d9e013ebcde03358e7a1c373ac77ad10f997ef7,"","5a460;12830;5a460;5a460;5a460;5a460;5a460;5a460;5a2b0;730e0","",""
0x00013ec0,297,120,2e570cd6a07bf522129e7c699b5f5f9cf86d77c7,"","5a440;5a3b0;5a3b0;5a3b0;5a3b0;5a440;5a440;72fd0","",""
0x00013ff0,30,11,fcf39072709b292f26cb759dc5ce47de3f48017e,"","61080","",""
0x00014010,10,5,18cf1f8619ebc05f9443c0389011df73912d6441,"","","fffffff0",""
0x0001401a,369,102,8aed2dfc18eaec386a91f382f9bfc57adace1996,"","105ff0;103550;104a90","fffffdf0|fffffffc|fffffef0","0000803f0000003f"
0x00014190,10,5,18cf1f8619ebc05f9443c0389011df73912d6441,"","","fffffff0",""
0x0001419a,369,101,f46a8ffb7204c6ce2ac35007e864713254d4ee65,"","103550;104a90","fffffef0|fffffffc","0000803f0000003f"
0x00014310,10,5,18cf1f8619ebc05f9443c0389011df73912d6441,"","","fffffff0",""
0x0001431a,403,110,c14f58ab5777634821fdb564841562275fdf40ef,"","105ff0;103550;104a90","fffffdf0|fffffffc|fffffef0","0000803f0000003f|00c07f4400c07f44"
0x000144b0,10,5,18cf1f8619ebc05f9443c0389011df73912d6441,"","","fffffff0",""
0x000144ba,405,110,7d351f9991dc271e9d7fac912a0b4cf4fc869b0c,"","103550;104a90","fffffef0|fffffffc","0000803f0000003f|00c07f4400c07f44"
0x00014650,3399,963,2587a329ce3d5acfce8cd61a1876d38edfe7afd8,"","14010;14310;161f0;16930;17270;14190;144b0;16a50;17160;17340","fffffff8|fffffffa|fffffffe|fffffffc|fffffff6|fffffff0",""
0x000153b0,1822,547,0ce7c3900a55e8d637c22358cfb82ebb13b295b5,"","14010;14310;14190;144b0","fffffff0|fffffffc|fffffffa|fffffff8","000000000000a0c1"
0x000161f0,1832,297,b08dfa9e3f54d118631ac5b8b4fcd0f0c48e2c6b,"","105ff0;103e70;1053e0;f9178;f9178;f9178;f9178","","0000803f0000003f"
0x00016930,274,74,3cc80a65badd2d1ee30d874bb964195dd0ae825c,"","","","0000803f0000003f"
0x00016a50,1798,287,5c5fb4bf1ef8e135520be2f95e293139b43ee5be,"","103e70;1053e0;f9178;f9178;f9178;f9178","","0000803f0000003f"
0x00017160,264,74,ad79d910ad0ff046e59c9ebaad3d8cade8989b64,"","","","0000803f0000003f"
0x00017270,207,74,54d1e6b7b89ebd3092a0ea5669a7fc1e7ea95ffd,"","","fffffffe",""
0x00017340,143,53,627327f2781726940c039a07a812e6cc7fd4272d,"","","",""
0x000173d0,556,101,0571534e97aacbb7a8ec778d4674116b133b5968,"","","",""
0x00017600,263,70,0440f6ce7b9103d58bc75ada5c9fefe209b8fc1d,"","54ed0","",""
0x00017710,901,206,c4f2a8857871e840c8eb196bbb2dd29c794d8277,"","","","0000803925692025|0000803f0000003f|abaaaa3eabaa2a3f"
0x00017aa0,48,10,3c1db57135489de8ed6611f81d4248cd7ad703eb,"","5ace0","",""
0x00017ad0,67,17,fb7a417755165d2b8ef2b187f10df310db119d8c,"","5b2d0","","0800000001000000|0100000008000000"
0x00017b20,61,25,74f2aebdfc9580fea764f8a8af91dc080586668d,"","56fd0","",""
0x00017b60,196,65,8e1220201709ff07a029b032b4a81c16b82afc46,"","","fffffffe",""
0x00017c30,357,84,139b917fc2b7ab18a293124e16109f133b531cd8,"","17b60","",""
0x00017da0,166,51,fc5d34dd229913a6c3ec0b18cdf78d2570698060,"","","fffffffd",""
0x00017e50,178,60,3ff57a132c7ffcc12f4f02baf0e25adef4da77a2,"","17c30;17da0;56fd0","fffffffd","0000003f0ad7233c"
0x00017f10,329,102,e37de30cb10fa26b20a33b175bbdaf113ff53f6f,"","60bc0;1ab10;1ac00;1aba0;1ac00;1cc80;1ac00;1ab70","",""
0x00018060,199,76,7bd12fcf6f45e9601386e7776bd61567de79d6e3,"","","",""
0x00018130,1065,293,cf522d57f098d66d1c9786a02316196f2574606f,"","57170;57150;60af0;60bc0;f7030;58100;f7110;57180;57180;f7030;f7030;60af0;60bc0;18060;57150","","25732025730a0000|25736d2573000000|6d25730025736d25|256400006d257300|0000803f0000003f|2569202569202569|0000003f0ad7233c"
0x00018560,1948,553,d401c654050a1a1ad5b88c7c1a94183f8b7214d9,"","57170;57150;60af0;60bc0;f7030;58100;57180;57180;58c40;57ef0;57f50;61dd0;f7030;f7030;60af0;60bc0;58c40;18060;57150","fffffffd","25732025730a0000|0000803f0000003f|256400006d257300|000020400000c842|0000003f0ad7233c|000040403333333f"
0x00018d10,1297,398,d3db7561da2af621d91c52a2dd5b3f3b95751362,"","f7030;60af0;60bc0;f7030;1c4e0;1c120;1c030;1c1f0;60af0;60bc0;1c670;1b0a0;1b1f0;1b4d0;18060","","0000803f0000003f|255b5e0a5d000000|626567696e0a0000|656e640a00000000|6d6f7665746f2025|6c696e65746f2025|6375727665746f20|636c6f7365706174|83ec08578b7c2410"
0x00019230,240,89,5a59c5ef43ce715e58105c0b8fe9a843eee43606,"","60bc0;5a460;5a460;5a460;5a2b0;1c5b0;5a460;5a460","","83ec08578b7c2410"
0x00019320,97,38,0ad893535b2f5c26b1ccf33be74635219ef01a5d,"","","1040190",""
0x00019390,204,67,b6fd961e45f6bd5d46ba8d4fd18bc2af3350ec5e,"","60bc0","",""
0x00019460,643,189,bedc45abfcd4e9cefd3d587c93eaf1bd6b45a2c9,"","60bc0","","0000003f0ad7233c"
0x000196f0,204,66,a0fd2971fb5572e880c355aed18710f053e7a261,"","60bc0;1c060;60be0;56fd0","",""
0x000197c0,87,36,74b6354de6bd3559403d5f58342146d6ccb3f866,"","f7330","","2e6d657400000000|720000002e6d6574"
0x00019820,14,3,c15c6a1be4e28e40a44f9329d295f4c7a9088917,"","","",""
0x00019830,10,3,3d65d293305971b50d92aa4e5b830d6f9ff66efa,"","","",""
0x00019840,6,2,0eaf1fafb0ca569043d76c0b5727fdb6b43a4f8e,"","","",""
0x00019850,1775,472,9c9a7bc6bd8c2c550a938b2bc5b1b393f124caea,"","60bc0;1ab10;1ac00;1aba0;1ac00;1ac60;19390;5c920;5c9f0;5c9c0;f9178;f9178;f9178;f9178;f9178;f9178;f9178;f9178;f9178;f9178;f9178;f9178;f9178;f9178;f9178;f9178;5c920;5c9f0;5c9c0;1ab70","3f800000|38e38e39|fffffffd","0000803f0000003f"
0x00019f40,167,46,f430ec31a003217550c889dc6d9fa567b7a1e978,"","60980","","0000803f0000003f|83ec48f30f100538"
0x00019ff0,327,113,ac749d21e419038c0d38495b9fbbbc2a53aab18f,"","60bc0;5a460;5a460;5a720;5a460;5a720;57180","ffffffec|ffffffe4|fffffffc","83ec48f30f100538"
0x0001a140,520,211,69aa141aa0f072e5709b319af226624c607ac86e,"","19f40;5a460;5a460;5a460;5a460;5a460;5a460;5a460;5a460;5a460;196f0;5a460;5a460;60af0;60bc0;19230;196f0;57170;57150;19ff0;196f0;57150","",""
0x0001a350,194,60,dcd3674d97324e60eec18434297def515847290c,"","196f0;57a90;5ace0;5ace0","",""
0x0001a560,267,66,26d6684c38ba55a9a1d34db493b85f131b295765,"fonts\","5b2d0;5b2d0;19320;56eb0","1040190|fffffffd|fffffffc|fffffffe","0100000010000000|0800000001000000|0100000020000000|1000000001000000|81ec8001000055e8"
0x0001a680,259,46,0a3718455a438fa0e3aff92cde3d1a1ec8e9ea7c,"","","","0000803f0000003f"
0x0001a790,84,21,3042d238d7dfc068bd67a2235f6086e6fd9552b8,"","53f30","","0000803f0000003f"
0x0001a7f0,261,49,0d0f220a76716ff0ea2a64ab9c258f618a443fe8,"","","","000000406666e63e|ff25b0c54700cccc|0000803f0000003f"
0x0001a900,89,23,e58e528137221c380638357c07e0cd1573d21255,"","545e0","",""
0x0001a960,424,76,bc443c344d4e29986a83cb51750691014ed37121,"","54610;1a680","","0000003f0ad7233c|0000803f0000003f"
0x0001ab10,87,27,63b103e2738c87d7da01d069ad1f08d5531f1914,"","54610","",""
0x0001ab70,39,12,a4e345e45341950a6c425b90baef85254c456f4b,"","","",""
0x0001aba0,87,20,3617d3165119d90d863a3b5e53b87bb6d7f1d6e7,"","54130","","0000803f0000003f"
0x0001ac00,82,20,7192992c664fc71a9720f11146e876481709236c,"","54350","",""
0x0001ac60,404,100,1afa9a4ef4126503b998e632becac2856713558c,"","53c20;54130;54130;54350;54010;4ff80;53c20","fffffff0","0000803f0000003f|0000003f0ad7233c"
0x0001ae00,169,36,32068823e789663c726ea81e2bef5f9f2cb8ab2c,"","1ac60;552d0","",""
0x0001aeb0,336,82,b6f59bc4a5b37c46c2d01223dc1d987253b9361f,"","1ac60;552a0;1c320;1c670;1b0a0;1b0a0;1b0a0;1b4d0","","0000803f0000003f|000000bf9a99993e|0000003f0ad7233c"
0x0001b000,45,8,b21d724648f35ae9c44409349b44b737a3a61eb5,"","1cd20;1c530;17ad0;1a560;1ccb0;1a960;1a7f0","",""
0x0001b030,41,8,e161e91379eb5ee6d7095a9422723c35756ae635,"","1a900;1cc90;1a350;17aa0;1c230;1ccf0","",""
0x0001b060,59,21,72b14d44788675445b15713a8dfc9b4d286b1734,"","60be0","",""
0x0001b0a0,334,92,316821d95f95b044323861cddb1e04c5cf7aaa07,"","b8f60;60a50","fffffff0|ffffffec|fffffffc|fffffff4|fffffff8","0000803f0000003f"
0x0001b1f0,725,175,7af70c3ab6274a0c795fc7bc08a98c1ca8f0ef0c,"","b8f60;60af0","fffffff0|ffffffec|fffffffc|fffffff4|fffffff8","0000803f0000003f"
0x0001b4d0,557,154,8df3c682a4c66044959a53e5fcf25768c4b4e32b,"","b8f60;60bc0;60c70;b8f60;60a50;60bc0;60c70","fffffff0|ffffffec|fffffffc|fffffff4|fffffff8","0000803f0000003f"
0x0001b700,1137,303,89ae3cae2bde1845dba1754d7d99d573a3a1ef48,"","b8f60;60a50;b8f60;60a50;1b700;1b700","fffffff0|ffffffec|fffffffc|fffffff8|fffffff4","0000803f0000003f|0000003f0ad7233c"
0x0001bb80,725,218,287a607e29ab74068e55b76b9be4b0de969c69e0,"","1ae00;60bc0;b8f60;1b700;b8f60;60a50;60a50;1b4d0","fffffff0|ffffffec|fffffffc|fffffff8|fffffff4","0000803f0000003f"
0x0001be60,456,153,77619abc58407e158f08234709729079a783f6e4,"","60bc0;b8f60","fffffffc",""
0x0001c030,48,20,fb5c8555a594965a9114a2346adf05d12ad32e4b,"","1c030;b8f60;1b060","",""
0x0001c060,87,34,1ba2d184a81188f099784abc042b9ef1206992dd,"","60be0;1c060","",""
0x0001c0c0,82,27,00b2de0d3fcc95e0a62a50303b22cc1b0134a78f,"","60be0;1c0c0;1c060","",""
0x0001c120,208,84,44588145fa1627a5d8bb93d600ac72fd2a04454c,"","60980;60bc0;b8f60;60af0;1c120","",""
0x0001c1f0,56,24,1ced6749ef6ec33e691063ea129cbe63a56037a7,"","b8f60;60c20;1c1f0","",""
0x0001c230,37,9,ee58c9922aada5f701c6d04f9b379c955b84262d,"","1c060;5ace0","",""
0x0001c260,183,72,77d9c3a5ec739dc2a121a749cf611167dba4a332,"","1c0c0;5a720;5a2b0;1c5b0","",""
0x0001c320,53,16,840123fcacac63a8ef93566d600a55f1ca5fee56,"","1c060;60a40","",""
0x0001c360,62,19,e6b6cc0f482c286cca4a919634870b38d2a50387,"","1c060;60a40","",""
0x0001c3a0,206,67,9b2812c8eaecfc64868bc20e57801151c215bb21,"","60be0;1c060;60a40;1bb80;1be60;1be60","",""
0x0001c470,100,30,961c5d7d8dab38ea654dd1d7af51628bf2a480f0,"","60bc0;1c3a0","",""
0x0001c4e0,71,24,c3dd4f666a1878273d6483af6a0a9d07c3f2ea1a,"","1c120","",""
0x0001c530,121,37,32caf662ed481087844946e079a5222d6c1f04df,"","5b2d0;1c120;1c120","","0100000020000000|2000000001000000"
0x0001c5b0,177,62,7f6e73ddb343ea3357c162360c4e5c85fb317314,"","1c120;5a720;1c060;1c260;1c060","",""
0x0001c670,147,47,be8dc4415cde61559171e1dc1a28c77ff4b02525,"","b8f60;60a50;1c4e0;1c120;1c670","",""
0x0001c710,1386,386,8894bb86f342af09ece052f4c03878800b921fd2,"","1ac60;1c360;1bb80;60bc0;b8f60;5c920;5c9f0;5c9c0;f9178;f9178;f9178;f9178;f9178;f9178;f9178;f9178;5c920;5c9f0;5c9c0;1c710","fffffffc","0000803f0000003f"
0x0001cc80,5,1,579fef9fc2259ba33572978303da81e25e869a9f,"","","",""
0x0001cc90,25,6,4cc0e94f49c6172bf00054b00bd9efaf267605c1,"","5ace0","",""
0x0001ccb0,49,13,ddbeac149b0b8e568d1133bc3b1ce00ae7c29daa,"","5b2d0","","0100000020000000|2000000001000000"
0x0001ccf0,39,11,f4d52796cd67d49abfda209d35ba09073b5704e4,"","5ace0;5ace0","",""
0x0001cd20,83,23,ca319ddabaf7aef076f054e0a1d8b6c5a21e7283,"","5b2d0;5b2d0","","0100000000000000|2000000001000000|0100000020000000"
0x0001ce00,79,24,e36374ec52e6d84542cd52a502fa9cbc054a806a,"","505c0;6c600","","8b442404c3cccccc|a1ec542d00568b74|8b4424048b0dec54"
0x0001ce50,749,231,112da604e49e5f2b93fd3ccddb1802b733600949,"","","fffffe00|fffffff0",""
0x0001d140,708,210,a660c6478086178936184b7dbb9581fb1ddcb8b5,"","","fffffe00|fffffff0",""
0x0001d410,354,132,400d1d9b3421d60527dee5bd987cf7651996744f,"","","fffffffe|fffffffb|ffffffdf|30000000|10000000","578b7c240c6800fe|568b7424088b460c"
0x0001d5e0,735,186,94d975ca908a54573024b33a935e400b357a955e,"","6c980;1d140;1ce50;70140;6c480","20000000","a1ec542d0056578b|568b7424088b466c|0000803f0000003f"
0x0001d8c0,5,1,579fef9fc2259ba33572978303da81e25e869a9f,"","","",""
0x0001d8d0,242,82,5312acfb3689437694a0ba207d2fb75a8ca3529b,"","","ffffffe0|40000000","1ed9010028d90100|92d9010092d90100|69d9010073d90100"
0x0001dae0,27,7,31ec98b2241b0f0cf44754eb4f2d959cce18c602,"","","",""
0x0001db00,34,11,39e87dc3c42c284c8bc9de61388a9a957364561e,"","1d410;1d5e0","","00000000a0e80100"
0x0001db30,1650,436,7618861097876bb4bb0e67e72b381f6f78060fc8,"","1ea20;72550;1e9c70;5ba50;5c8e0;75910;5c8b0;5d700;61320;560a0","","0000803f00000000"
0x0001e1b0,221,62,1f4ce7cef03ea61349a5b0241b049ac11cc6599b,"","","","00007f4301008033"
0x0001e290,313,84,2879666df1561910f627e00d09fa39c72519961f,"","","","00007f4301008033"
0x0001e490,1036,261,059e33b8e0d6b64d484f7eccac21d046fed1c1dd,"","4ff80;61710","","578b7c240c6800fe|0000803f0000003f|518b442408f30f10|568b7424088b460c|83ec088b44240c8b|8b4c24048b018b51"
0x0001ea20,1934,487,e12e3c784030c5eb73e012a7026e833ad3531939,"","72550;1e9c70;5c8e0;5c8b0;5ba50;61320;560a0;5ba50","","0000803f00000000|0000803f0000003f|000080420ad7233b|0000003f0ad7233c"
0x0001f2e0,152,53,6471a7b765a8e201628d18e5a76f654cce093428,"","6f1f0","ffffffe8|fffffff4","008026c4312e302e"
0x0001f380,1287,291,4c62fcbace1619f7cb4b541bc6ab0eca463eba55,"","","fffffffc","0000003f0ad7233c"
0x0001f8a0,1439,319,8e961bb5691e37a04129eabd5fbd98f9e6c4b5ff,"","","fffffffc","0000003f0ad7233c"
0x0001fe50,596,155,432fb3c075600107f05cb5139f119a7ab56ca38a,"","","","0000003f0ad7233c"
0x000200b0,378,104,4e7e66e5aa8b9be07153fdb78ce295fe6e8a6e5b,"","","","0000003f0ad7233c"
0x00020230,636,165,bbbaf211a13b649e5c5958090138f4f7423ac5b7,"","","","0000003f0ad7233c"
0x000204b0,758,186,c6c5020e81303ccbca5b00366a33be61706227e4,"","","","0000003f0ad7233c"
0x000207b0,543,135,05aeb08cfda8a32db2320abd67d8594fc3b01167,"","","","0000003f0ad7233c"
0x00020e50,426,103,5a9054d550ec704fd76eace4ea21928c973142e5,"","","","0000003f0ad7233c"
0x00021ff0,20,6,422dd1a82072ca52b21466953409cf746c6e94de,"","","",""
0x00022060,1,1,d8a11da17cfb405f96b5b86dd81c1204083569b2,"","","",""
0x00022070,777,300,c5a48904c022b9b21832429f69ecf951cb178a0c,"1.0.12","5ac10;23600;5ab40;25410;5ab40;237b0;f91f0;5ab40;237b0;24df0;241b0;21ff0;21ff0;245a0;24a60;22ac0;23850;237b0;5ab40;23750;22d80;237b0;5ab40","ffffffdc|ffffffe4|fffffff0|fffffff4|ffffffe8|fffffff8|fffffffc|ffffffd8|ffffffec|ffffffe0|fffffffe","8b44240850ff154c|8b442408680d0103|c3cccccccccccccc|8b4c24048b415485"
0x00022380,1022,399,a124392ead746d85b392db08226d5e056591dd69,"1.0.12","5ac10;25450;5ab40;25410;5ab40;26330;f91f0;5ab40;26330;2a640;25620;26410;265b0;23850;265c0;265d0;23890;57ef0;57f50;58c40;5ab40;58010;58c40;5ab40;263f0;264f0;263f0;26530;25df0;25e40;26330;5ab40;12b30;60cd0","fffffff0|fffffff8|fffffffc|fffffff4|ffffffe0|ffffffec|ffffffe8|ffffffc0|ffffffd0|ffffffe4|ffffffd8|ffffffdc|ffffffcc|fffffffe|ffffffbc|ffffffc8|ffffffc4|80000016|ffffffd4","8b44240850ff154c|8b442408680d0103|8b4c24048b415485|052502005a250200"
0x000227a0,142,59,af50f2da4c9f6bb7d4579d42bb2281efd978568a,"0123456789ABCDEFUnable to write international te","","",""
0x00022830,26,8,02b8267a839ea33200d43b80b99c7b34ee9c66db,"","","",""
0x00022850,32,14,49f20854a0b0ab0b8be0e339f7723677435740cb,"","f926c","",""
0x00022870,65,28,71882bb1f5ca6eb5a72b6ea0bc8eb51537ea63bf,"","","",""
0x000228c0,36,13,c9bf3690b4a1a46d6d50e009f22052f307b02c63,"","227a0;22850","",""
0x000228f0,42,15,92abd2248acbfe147c56c48bc88a64cfe6c388a0,"","227a0;22870","",""
0x00022920,405,133,d195dd6016a7b9cfc60b895e61a009997397176d,"","2a7c0;2b8c0;2bcf0;2bdc0;2be40;2c110;2c1d0;253c0;2b840","","58424548ea9f27a8"
0x00022ac0,695,249,2c43f007a105ac63a80c5a1d7aa3c18c39094fa5,"","22920;2abc0;22850;2c520;2c620;2acc0;2c710;2b0f0;2b360;2c7e0;2bf30;22870;2afe0;2af20;253c0;2b840","fffffffd|fffffffe","56616c6964207061|578b7c240c6800fe|556e61626c652074|58424548ea9f27a8"
0x00022d80,333,118,8de3434b51ec9b41609846d23210f06a186ba3c8,"No IDATs written into file","22850;22870;2afe0;2af20;253c0;2b840;2bc90","fffffffd|fffffffe","556e61626c652074|58424548ea9f27a8"
0x00022ed0,487,150,97cce03ef583905930d0f50e15aae1a46863f6b0,"","2b490;2c8b0;2c8b0;2c8b0;2c8b0;2c8b0;2c8b0;2df60;2b620;2c8b0;2dcf0;2cb80","","212f0200392f0200"
0x000230e0,211,60,1e62a1c030ab96af9d2a12b3bfd3d6a5358283df,"zlib error","2e140;22850;2bc60;2bc60;24dd0","",""
0x000231c0,265,87,52b53707f163f1b2e5de8ff8126ac59be171a8b2,"","2e3d0;2e070;2e070;2e070;2e070;2e070;2e070;2e070;2e070;2e070;2e070;2e070;2e070","",""
0x000232d0,802,218,ff0c89051610ddad2a4b27ba5b6e39601299b479,"Unknown filter heuristic method","22870;2e020;2e020;2e020;2e020;2e020","fffffff8","0000000000007040|000000000000e03f|000000000000f03f|0000000000002040"
0x00023600,330,128,c718609246af052b719722e3dc63ce56bafd4168,"1.0.12|Incompatible libpng version in application and l|Application must be recompiled; versions <= 1.0.","2de50;f91f0;2e070;2e000;2dfd0;22830;22850;22850;2e020;24df0;232d0","fffffffc","2e302e3132000000|302e313200000000"
0x00023750,86,37,6c66a0d6bb92e73792a38947317fad1dc88de142,"","23870;22ed0","",""
0x000237b0,152,56,01e10dcefd1a00b684085aca1ff05ccbfab2cc19,"","24fa0;2e070;2dee0;231c0;2dee0","",""
0x00023850,27,8,7f370e5963deccf1f19e06279c441f46416d81e9,"","","",""
0x00023870,30,9,abca6a524678aa0c43f2ff372ff0b643031ea193,"","","",""
0x00023890,90,21,b9e846a3643b5f377aebc0e3756b44ebbb8553a1,"","","ffffff7f",""
0x000238f0,43,18,7950238eb0649762c9f0a6cf694b9426fa031a2d,"","","",""
0x00023920,50,20,cd77d4d1c027064ccc5d4d224ae90ab78ccd89a7,"","","",""
0x00023960,79,30,ec1252d99cb52bd5f1706be65a0f03a894a8ded5,"","","","008040c020a060e0|004080c0105090d0|0010203040506070"
