rva	name	subsystem	reason
0049d240	FUN_0049d240	util	signature-unsupported: fastcall ECX/EDX args
0049d080	FUN_0049d080	util	signature-unsupported: fastcall ECX/EDX args
0049cfb0	FUN_0049cfb0	util	signature-unsupported: fastcall ECX/EDX args
0049d270	FUN_0049d270	util	signature-unsupported: fastcall ECX/EDX args
00499820	sub_00499820	boot	live-state-side-effect: fclose on live FILE* (in ## stubs encountered (callees not yet reversed))
00496470	sub_00496470	boot	live-state-side-effect: fclose on live FILE* (in (preamble))
00496490	sub_00496490	boot	inline bare [UNCERTAIN] (heading=## why c2)
00534920	FUN_00534920	util	callee-gate: 00534870=C1
005a7e70	FUN_005a7e70	audio	live-state-side-effect: _unlink on live path (in ## mechanical description)
0041c2d0	FUN_0041c2d0	hud	signature-unsupported: in_EAX arg
0041b340	FUN_0041b340	hud	signature-unsupported: in_EAX arg
0041bc50	FUN_0041bc50	hud	signature-unsupported: in_EAX arg
0041c9a0	FUN_0041c9a0	hud	signature-unsupported: in_EAX arg
0041d410	FUN_0041d410	hud	signature-unsupported: in_EAX arg
00427f00	FUN_00427f00	hud	signature-unsupported: 5-arg shape
004652b0	FUN_004652b0	audio	callee-gate: 005459c0=C1
00464e10	FUN_00464e10	audio	callee-gate: 005459c0=C1
00493ac0	LAB_00493ac0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00493b40	LAB_00493b40	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00411ce0	Ghost::SetupRender	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
00553f40	FontGlyph_UploadData	hud	callee-gate: 0055deb0=C1
004c57a0	FontCtxMatrix_AllocInit	hud	signature-unsupported: fastcall ECX/EDX args
00472650	FUN_00472650	util	callee-gate: 00534870=C1
004781b0	FUN_004781b0	vehicle	callee-gate: 004e7420=C1
004b5190	FUN_004b5190	vehicle	callee-gate: 00543d40=C1,00543d70=C1,00543df0=C1,0055deb0=C1
004770c0	FUN_004770c0	vehicle	callee-gate: 004c0b30=C1,004e7e30=C1,004e8090=C1,00534b60=C1
005ba7f0	FUN_005ba7f0	audio	live-state-side-effect: DirectSound vtable on live device (in ## constants)
005bb000	FUN_005bb000	audio	live-state-side-effect: CloseHandle on live handle (in (preamble))
005bbdb0	FUN_005bbdb0	audio	live-state-side-effect: DirectSound vtable on live device (in (preamble))
00410d10	FUN_00410d10	vehicle	inline bare [UNCERTAIN] (heading=## constants)
004785e0	FUN_004785e0	util	signature-unsupported: in_EAX arg
00454170	FUN_00454170	gameplay	callee-gate: 004c1210=C1,004c15c0=C1,004e43b0=C1,004e4440=C1
004547c0	FUN_004547c0	gameplay	callee-gate: 004e4800=C1
00441990	FUN_00441990	util	inline [UNCERTAIN U-2187] not in UNCERTAINTIES.md (heading=## constants)
00446520	FUN_00446520	util	inline [UNCERTAIN U-2189] not in UNCERTAINTIES.md (heading=## constants)
00442e00	FUN_00442e00	util	inline [UNCERTAIN U-2196] not in UNCERTAINTIES.md (heading=## constants)
00429620	FUN_00429620	hud	signature-unsupported: fastcall ECX/EDX args
0045e040	FUN_0045e040	audio	callee-gate: 00546320=C1
00497190	FUN_00497190	input	signature-unsupported: EAX-implicit arg
004298e0	TimeDisplay::InitForLap	hud	inline bare [UNCERTAIN] (heading=## decompilation)
004103a0	TimeTrial::LapFinishProcessor	util	inline bare [UNCERTAIN] (heading=## decompilation (summary))
00406ce0	FUN_00406ce0	util	callee-gate: 0055ac00=C1,0057c210=C1
00488e70	FUN_00488e70	util	callee-gate: 00535700=C1,00535910=C1
004709a0	VehicleCollisionBroadPhase	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
0046ef70	FUN_0046ef70	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
0046ddb0	VehicleWheelForceIntegrator	vehicle	signature-unsupported: implicit-this arg
00467650	VehicleWheelDrivetrainUpdate	vehicle	callee-gate: 004c39b0=C1
00468980	VehicleAeroStabilizer	vehicle	callee-gate: 004c39b0=C1
0046f6c0	VehicleWheelContactSolver	vehicle	signature-unsupported: implicit-this arg
00467350	VehicleSlipTimerTick	vehicle	callee-gate: 004c39b0=C1
00150c50	RtFSHandler::Open	util	callee-gate: 00550740=C1,00551410=C1,00551460=C1
00150d80	RtFSHandler::Close	util	live-state-side-effect: CloseHandle on live handle (in (preamble))
00150da0	RtFSHandler::ReadAsync	util	callee-gate: 00551550=C1
00151090	RtFSHandler::Poll	util	callee-gate: 00551090=C1,00551550=C1
001512b0	RtFSHandler::GetStatus	util	callee-gate: 00551090=C1,005512b0=C1
001512d0	RtFSHandler::Stat	util	callee-gate: 00551410=C1,00551460=C1
00151190	RtFSHandler::Install	util	callee-gate: 005504d0=C1,00551090=C1,00551190=C1,005512b0=C1,00551330=C1
001504d0	RtFSManager::FindHandler	util	callee-gate: 005504d0=C1
000b6710	PizWin32Open	util	signature-unsupported: in_EAX arg
000b6940	PizOpenAndParse	util	callee-gate: 005507a0=C1
005aaa00	FUN_005aaa00	audio	live-state-side-effect: _unlink on live path (in (preamble))
005bbd50	FUN_005bbd50	audio	live-state-side-effect: DirectSound vtable on live device (in (preamble))
005bbed0	FUN_005bbed0	audio	live-state-side-effect: DirectSound vtable on live device (in (preamble))
0046da80	VehicleTrackInteraction	vehicle	inline bare [UNCERTAIN] (heading=## mechanistic description)
00470670	VehicleControlUpdate	vehicle	inline [UNCERTAIN U-1408] catalogued but Blocks=C3 (matched-RVA) (heading=## mechanistic description)
004c1c10	Camera::SetProjection	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00441760	Camera::Apply	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0041ef60	Player::WriteFieldZero	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00442600	CameraPath::InitForTrack	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0046cb30	Player::GetOffset3D	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00441820	CameraPath::SamplePoint	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00441700	Camera::SetupFOV	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004464c0	CameraEntry::DispatchAll	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00442a60	Spectator::ComputeDistances	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004a3384	CRT::acos	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004a3620	CRT::atan	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00407600	Player::GetPositionPtr	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0041f120	Player::ComputeVehicleToCameraVec	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004427c0	Spectator::SelectCamera	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00442a20	Camera::InitWithMatrix	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004a3700	CRT::math_float_371d	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004a37b0	CRT::math_float_37cd	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004b4430	Camera::BuildFrame	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004b4cd0	Bezier::QueryWrapper	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0045bfe0	Bezier::GetLocate	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0045c350	Bezier::Interpolate	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004b6640	FUN_004b6640	boot	callee-gate: 005504d0=C1,00551330=C1
004275d0	FUN_004275d0	boot	callee-gate: 00552920=C1,00553cf0=C1,00553e80=C1,00553ef0=C1
004881d0	FUN_004881d0	boot	callee-gate: 004c0b30=C1,004e7e30=C1,004e8090=C1,00534b60=C1
0041cb10	FUN_0041cb10	boot	callee-gate: 004e6ab0=C1
0041def0	FUN_0041def0	boot	callee-gate: 004c0b30=C1,004c1040=C1,004e69a0=C1,004e7e30=C1
0041eaa0	FUN_0041eaa0	boot	callee-gate: 004c0b30=C1
0041a3d0	FUN_0041a3d0	boot	callee-gate: 004e6e00=C1
0041de70	FUN_0041de70	boot	callee-gate: 004e6e00=C1
0041c2c0	FUN_0041c2c0	boot	callee-gate: 004e6e00=C1
0041da80	FUN_0041da80	boot	callee-gate: 004e6e00=C1
00425ed0	FUN_00425ed0	boot	callee-gate: 004e6e00=C1
0041e0d0	FUN_0041e0d0	boot	callee-gate: 004e6920=C1,004e6e00=C1,004e7e30=C1
0042c2a0	FUN_0042c2a0	boot	callee-gate: 004e5700=C1
00489250	FUN_00489250	boot	inline bare [UNCERTAIN] (heading=## why c2)
00494bc0	FUN_00494bc0	boot	inline bare [UNCERTAIN] (heading=## why c2)
00558240	FUN_00558240	boot	callee-gate: 00558180=C1,00558400=C1
00469df0	VehicleVehicleCollisionImpulse	vehicle	shape-only note (no verbatim decomp / mechanical-transcript section)
00468d80	VehicleTerrainContactSolver	vehicle	shape-only note (no verbatim decomp / mechanical-transcript section)
004694e0	VehicleObjectContactSolver	vehicle	shape-only note (no verbatim decomp / mechanical-transcript section)
00498810	FUN_00498810	util	inline bare [UNCERTAIN] (heading=## notes)
0045d1e0	FUN_0045d1e0	util	inline bare [UNCERTAIN] (heading=## notes)
0045d330	FUN_0045d330	util	inline bare [UNCERTAIN] (heading=## notes)
00472640	FUN_00472640	util	inline bare [UNCERTAIN] (heading=## constants / globals cited)
0040e170	FUN_0040e170	util	inline bare [UNCERTAIN] (heading=## constants / globals cited)
0045dbe0	FUN_0045dbe0	util	inline bare [UNCERTAIN] (heading=## notes)
004657b0	FUN_004657b0	util	inline bare [UNCERTAIN] (heading=## notes)
00472820	FUN_00472820	util	inline bare [UNCERTAIN] (heading=## mechanical description)
004624c0	FUN_004624c0	audio	callee-gate: 00551190=C1
00550430	FUN_00550430	util	callee-gate: 00551510=C1
00420de0	FUN_00420de0	vehicle	signature-unsupported: fastcall ECX/EDX args
00418a30	FUN_00418a30	vehicle	signature-unsupported: in_EAX arg
00418de0	FUN_00418de0	vehicle	signature-unsupported: in_EAX arg
00485380	FUN_00485380	vehicle	signature-unsupported: in_EAX arg
0046c5f0	FUN_0046c5f0	vehicle	signature-unsupported: fastcall ECX/EDX args
0046cc40	FUN_0046cc40	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
0046c7d0	FUN_0046c7d0	vehicle	callee-gate: 004c39b0=C1
004292d0	sub_004292d0	util	callee-gate: 0055deb0=C1
00414060	FUN_00414060	util	signature-unsupported: fastcall ECX/EDX args
005aacf0	FUN_005aacf0	audio	live-state-side-effect: _unlink on live path (in ## mechanical description)
005aac20	FUN_005aac20	audio	live-state-side-effect: _unlink on live path (in ## why c2)
005a75b0	FUN_005a75b0	audio	live-state-side-effect: _unlink on live path (in ## mechanical description)
00555af0	FontCtx_LoadMetrics_Met	hud	callee-gate: 00550a20=C1
00555ff0	FontCtx_LoadMetrics_Atlas	hud	callee-gate: 00550a20=C1
00554050	FontCanvas_Shutdown	hud	live-state-side-effect: _unlink on live path (in ## mechanical description)
00555280	FontSys_ShutdownContextPool	hud	live-state-side-effect: _unlink on live path (in ## mechanical description)
004aed77	FUN_004aed77	boot	signature-unsupported: in_EAX arg
00408b00	FUN_00408b00	util	callee-gate: 004c39b0=C1
0041ef80	FUN_0041ef80	util	inline bare [UNCERTAIN] (heading=## mechanical description)
00429820	FUN_00429820	hud	inline bare [UNCERTAIN] (heading=## mechanical description)
0047ea60	FUN_0047ea60	vehicle	callee-gate: 0055ac00=C1,0055dff0=C1,0057c210=C1
004a2bb8	report_failure	boot	live-state-side-effect: ExitProcess terminates host (in ## mechanical description)
004ad351	__fcloseall	boot	live-state-side-effect: fclose on live FILE* (in ## mechanical description)
004a583a	FUN_004a583a	boot	live-state-side-effect: blocking message box (in ## mechanical description)
00546b10	FUN_00546b10	vehicle	callee-gate: 00546bf0=C1,00546c50=C1,00546cb0=C1
00421d20	FUN_00421d20	util	inline bare [UNCERTAIN] (heading=## constants)
004219f0	FUN_004219f0	util	inline bare [UNCERTAIN] (heading=## mechanical description)
0044e0a0	FUN_0044e0a0	util	inline bare [UNCERTAIN] (heading=## constants)
004764f0	FUN_004764f0	util	inline bare [UNCERTAIN] (heading=## constants)
004764e0	FUN_004764e0	util	signature-unsupported: fastcall ECX/EDX args
00421960	FUN_00421960	audio	inline bare [UNCERTAIN] (heading=## mechanical description)
00481750	FUN_00481750	vehicle	callee-gate: 0055b650=C1,0057c210=C1
00480d60	FUN_00480d60	vehicle	callee-gate: 0055b650=C1,0057c210=C1
004982a0	FUN_004982a0	input	live-state-side-effect: modal Win32 dialog (DialogBoxParam) (in (preamble))
00497230	FUN_00497230	input	signature-unsupported: in_EAX arg
00495150	FUN_00495150	input	inline [UNCERTAIN U-2293] not in UNCERTAINTIES.md (heading=## mechanical description)
00496e40	FUN_00496e40	boot	inline bare [UNCERTAIN] (heading=## notes)
00498510	FUN_00498510	input	live-state-side-effect: modal Win32 dialog (DialogBoxParam) (in (preamble))
0047d3c0	VehiclePhysicsWorldCreate	vehicle	callee-gate: 004c0b30=C1,004e7e30=C1,00559c40=C1,0055ae70=C1,0055b940=C1,0055bab0=C1,0055c4a0=C1,0057c220=C1,0057c300=C1,0057c500=C1,0057c550=C1
00442ce0	VehicleRubberBandSpeedModifier	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
0046d4d0	VehiclePhysicsMatrixSet	vehicle	inline bare [UNCERTAIN] (heading=## vehicle struct layout derived)
0047e9c0	PhysicsSceneInitSequence	vehicle	callee-gate: 0055e200=C1,0055fe50=C1,0055fea0=C1,0055ff70=C1,0055ff90=C1,00561040=C1,00561390=C1,00561c50=C1,00561e60=C1,00561e80=C1
0047d240	VehiclePhysicsBodyPlace	vehicle	callee-gate: 0055ab30=C1,0055ac00=C1,0055ade0=C1,0055dff0=C1,0057c210=C1
0055c810	PhysicsBodySetLinearVelocity	vehicle	callee-gate: 0055c380=C1
004826d0	PhysicsCollisionBodyCreate	vehicle	callee-gate: 00563810=C1
00401000	FUN_00401000	hud	callee-gate: 004c0b30=C1,004e4450=C1,004e4810=C1,004e48e0=C1,004e4900=C1,004e4b90=C1,004e4dd0=C1,004e5850=C1,0053fbb0=C1
004011f0	FUN_004011f0	hud	callee-gate: 004c15c0=C1
00404820	FUN_00404820	hud	callee-gate: 004e6e00=C1
00480b70	FUN_00480b70	vehicle	callee-gate: 0055ac00=C1,0055ad30=C1,0055b650=C1,0057c210=C1
00481780	FUN_00481780	vehicle	callee-gate: 0057c210=C1
00481810	FUN_00481810	vehicle	callee-gate: 0055bb70=C1,0055bde0=C1,0057c210=C1
004818d0	FUN_004818d0	vehicle	callee-gate: 0057c210=C1
00481a30	FUN_00481a30	vehicle	callee-gate: 0057c210=C1
00481d90	FUN_00481d90	vehicle	callee-gate: 0055ac00=C1,0055ac50=C1,0055ad30=C1,0055b650=C1,0057c210=C1
00481e00	FUN_00481e00	vehicle	callee-gate: 0055c000=C1,0057ca30=C1
00482140	FUN_00482140	vehicle	callee-gate: 004c39b0=C1,004e68a0=C1,004e7fa0=C1,004e8030=C1,004e8640=C1,004e8910=C1,004e8940=C1,004e8a10=C1,004e8c70=C1,004e8ea0=C1
00482820	FUN_00482820	vehicle	callee-gate: 0055af80=C1,0055afc0=C1,0055de20=C1
00483ed0	FUN_00483ed0	vehicle	callee-gate: 004c0b30=C1,004c15c0=C1
004840f0	FUN_004840f0	vehicle	signature-unsupported: fastcall ECX/EDX args
004954f0	FUN_004954f0	boot	live-state-side-effect: DirectInput vtable on live device (in ## mechanical description)
00495580	FUN_00495580	input	live-state-side-effect: DirectInput vtable on live device (in ## mechanical description)
004955d0	FUN_004955d0	boot	callee-gate: 00551190=C1
00496040	FUN_00496040	input	live-state-side-effect: DirectInput vtable on live device (in ## constants)
00496100	FUN_00496100	input	live-state-side-effect: DirectInput vtable on live device (in ## constants)
00496320	FUN_00496320	input	live-state-side-effect: DirectInput vtable on live device (in ## mechanical description)
00496d60	FUN_00496d60	util	callee-gate: 004eb3c0=C1
00496db0	FUN_00496db0	util	callee-gate: 004eb3c0=C1,004eb9d0=C1
00486370	FUN_00486370	particle	signature-unsupported: in_EAX arg
00486830	FUN_00486830	particle	inline bare [UNCERTAIN] (heading=## mechanical description)
00487150	FUN_00487150	particle	signature-unsupported: fastcall ECX/EDX args
00487e00	FUN_00487e00	particle	signature-unsupported: fastcall ECX/EDX args
00405540	FUN_00405540	gameplay	callee-gate: 004c39b0=C1
00405920	FUN_00405920	gameplay	signature-unsupported: in_EAX arg
00405f60	FUN_00405f60	gameplay	signature-unsupported: fastcall ECX/EDX args
004064c0	FUN_004064c0	gameplay	signature-unsupported: in_EAX arg
004069d0	FUN_004069d0	gameplay	callee-gate: 004c39b0=C1
00406ae0	FUN_00406ae0	gameplay	signature-unsupported: in_EAX arg
004074a0	FUN_004074a0	gameplay	callee-gate: 004e6e00=C1
00407e20	FUN_00407e20	gameplay	callee-gate: 004c39b0=C1
00408610	FUN_00408610	gameplay	callee-gate: 00538c80=C1
004093b0	FUN_004093b0	gameplay	callee-gate: 004c39b0=C1
004096a0	FUN_004096a0	gameplay	signature-unsupported: 5-arg shape
0040baa0	FUN_0040baa0	gameplay	signature-unsupported: 5-arg shape
0040bae0	FUN_0040bae0	gameplay	callee-gate: 004e89a0=C1,0053fb70=C1
0040be50	FUN_0040be50	gameplay	signature-unsupported: fastcall ECX/EDX args
00412010	FUN_00412010	gameplay	callee-gate: 004e6e00=C1
0048ae00	FUN_0048ae00	particle	callee-gate: 004c0b30=C1,004c1040=C1,004e69a0=C1,004e7e30=C1,005449f0=C1,00544a70=C1,00544ad0=C1,00544bf0=C1
0048af70	FUN_0048af70	particle	signature-unsupported: fastcall ECX/EDX args
0048aff0	FUN_0048aff0	particle	inline bare [UNCERTAIN] (heading=## mechanical description)
0048b230	FUN_0048b230	particle	callee-gate: 00544bf0=C1
0048b960	FUN_0048b960	particle	inline bare [UNCERTAIN] (heading=## mechanical description)
0048d0f0	FUN_0048d0f0	particle	signature-unsupported: fastcall ECX/EDX args
0048fef0	FUN_0048fef0	particle	callee-gate: 004e89a0=C1
0048ffd0	FUN_0048ffd0	particle	callee-gate: 004e6e00=C1,004e8090=C1
0049c620	FUN_0049c620	particle	signature-unsupported: fastcall ECX/EDX args
0049c6a0	FUN_0049c6a0	particle	signature-unsupported: fastcall ECX/EDX args
0049c6d0	FUN_0049c6d0	particle	signature-unsupported: fastcall ECX/EDX args
0049c750	FUN_0049c750	particle	signature-unsupported: fastcall ECX/EDX args
0049c770	FUN_0049c770	particle	signature-unsupported: fastcall ECX/EDX args
0049c800	FUN_0049c800	particle	signature-unsupported: fastcall ECX/EDX args
0049c810	FUN_0049c810	particle	signature-unsupported: fastcall ECX/EDX args
0049c900	FUN_0049c900	particle	signature-unsupported: fastcall ECX/EDX args
0049c930	FUN_0049c930	particle	signature-unsupported: fastcall ECX/EDX args
0049c990	FUN_0049c990	particle	signature-unsupported: fastcall ECX/EDX args
0049ca00	FUN_0049ca00	particle	signature-unsupported: fastcall ECX/EDX args
0049ca60	FUN_0049ca60	particle	signature-unsupported: fastcall ECX/EDX args
0049cb00	FUN_0049cb00	particle	signature-unsupported: fastcall ECX/EDX args
0049cb20	FUN_0049cb20	particle	signature-unsupported: fastcall ECX/EDX args
0049cbd0	FUN_0049cbd0	particle	signature-unsupported: fastcall ECX/EDX args
0049ceb0	FUN_0049ceb0	particle	signature-unsupported: fastcall ECX/EDX args
0049d1d0	FUN_0049d1d0	particle	signature-unsupported: fastcall ECX/EDX args
0049d200	FUN_0049d200	particle	signature-unsupported: fastcall ECX/EDX args
005c7070	FUN_005c7070	audio	live-state-side-effect: _unlink on live path (in ## mechanical description)
005c7fb0	FUN_005c7fb0	audio	live-state-side-effect: CloseHandle on live handle (in (preamble))
005c91f0	FUN_005c91f0	audio	signature-unsupported: 5-arg shape
0051e6f0	png_write_hIST	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0051e7f0	png_check_keyword	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0051e990	FUN_0051e990	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0051ead0	FUN_0051ead0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0051ed60	FUN_0051ed60	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0051ee70	FUN_0051ee70	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0051f0e0	FUN_0051f0e0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0051f240	FUN_0051f240	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0051f350	FUN_0051f350	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0051f4f0	FUN_0051f4f0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0051f810	FUN_0051f810	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0051fa50	png_write_find_filter	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00520640	FUN_00520640	util	shape-only note (no verbatim decomp / mechanical-transcript section)
005207c0	png_create_struct_2	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00520850	png_destroy_struct	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00520870	FUN_00520870	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00520930	png_free	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00520960	FUN_00520960	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00520990	FUN_00520990	util	shape-only note (no verbatim decomp / mechanical-transcript section)
005209d0	FUN_005209d0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00520a00	FUN_00520a00	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00520b60	FUN_00520b60	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00520c70	FUN_00520c70	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00520ef0	FUN_00520ef0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00521000	FUN_00521000	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00521110	FUN_00521110	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00521410	FUN_00521410	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00521520	FUN_00521520	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00521990	FUN_00521990	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00522970	FUN_00522970	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00522ab0	FUN_00522ab0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00522b00	FUN_00522b00	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00522b50	FUN_00522b50	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00522cc0	FUN_00522cc0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00522ce0	FUN_00522ce0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00523110	png_get_uint_32	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00523140	png_crc_read	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00523170	FUN_00523170	util	shape-only note (no verbatim decomp / mechanical-transcript section)
005232c0	FUN_005232c0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00523360	FUN_00523360	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00523640	FUN_00523640	util	shape-only note (no verbatim decomp / mechanical-transcript section)
005238c0	FUN_005238c0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00523cd0	FUN_00523cd0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00523e40	FUN_00523e40	util	shape-only note (no verbatim decomp / mechanical-transcript section)
005241f0	FUN_005241f0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
005245b0	FUN_005245b0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00524f70	FUN_00524f70	util	shape-only note (no verbatim decomp / mechanical-transcript section)
005253c0	FUN_005253c0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00525870	png_handle_sPLT	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00525bd0	FUN_00525bd0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00525fb0	FUN_00525fb0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00526310	FUN_00526310	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00526630	FUN_00526630	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00526910	FUN_00526910	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00526bf0	FUN_00526bf0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
005270e0	FUN_005270e0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00527560	FUN_00527560	util	shape-only note (no verbatim decomp / mechanical-transcript section)
005278a0	FUN_005278a0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00527a40	FUN_00527a40	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00527c30	FUN_00527c30	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00527ee0	FUN_00527ee0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00528200	FUN_00528200	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00528630	FUN_00528630	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00528810	FUN_00528810	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00528ba0	FUN_00528ba0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00528e00	zcalloc	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00528e20	zcfree	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00528e30	FUN_00528e30	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00528ef0	FUN_00528ef0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
