rva	name	subsystem	reason
0044c5f0	FUN_0044c5f0	render	callee-gate: 00545d30=C1
0044c8b0	FUN_0044c8b0	render	callee-gate: 004e4800=C1,004e6ab0=C1
0044caa0	FUN_0044caa0	render	callee-gate: 004c15c0=C1,004e6ab0=C1
0044cb00	FUN_0044cb00	render	callee-gate: 004c15c0=C1
0044df80	FUN_0044df80	render	callee-gate: 00557fb0=C1
004670a0	FUN_004670a0	render	callee-gate: 004c0b30=C1
004729b0	FUN_004729b0	render	callee-gate: 005459c0=C1
004d8eb0	RwResourcesDrainArena	render	live-state-side-effect: _unlink on live path (in ## mechanical description (confirmed from decomp))
004f13d0	FUN_004f13d0	render	callee-gate: 004ebc30=C1
004f1870	FUN_004f1870	render	callee-gate: 004e55d0=C1
004f1b00	FUN_004f1b00	render	callee-gate: 004e55d0=C1
004f3b60	FUN_004f3b60	render	callee-gate: 004e8030=C1
004f3ce0	FUN_004f3ce0	render	callee-gate: 004e8400=C1
004f3d40	FUN_004f3d40	render	callee-gate: 004e8440=C1
004f3e90	FUN_004f3e90	render	callee-gate: 004e8030=C1,004e8120=C1
004f4340	FUN_004f4340	render	callee-gate: 004eb9d0=C1
004f43f0	FUN_004f43f0	render	callee-gate: 004eb3c0=C1,004eb9d0=C1
004f4510	FUN_004f4510	render	callee-gate: 004e4bd0=C1
004f8580	FUN_004f8580	render	callee-gate: 004e8f50=C1
004b4150	FUN_004b4150	render	callee-gate: 005493d0=C1,00549610=C1,00549620=C1
004b41f0	FUN_004b41f0	render	callee-gate: 004e5c30=C1
004b4230	FUN_004b4230	render	callee-gate: 004e5bf0=C1
004b47c0	FUN_004b47c0	render	callee-gate: 0052e0e0=C1,00533ec0=C1
004b47e0	FUN_004b47e0	render	callee-gate: 00532a60=C1,00532b80=C1
004b48e0	FUN_004b48e0	render	callee-gate: 004c0b30=C1,004c15c0=C1
