rva	name	subsystem	reason
00456ce0	FUN_00456ce0	gameplay	signature-unsupported: in_EAX arg
00456d00	FUN_00456d00	gameplay	signature-unsupported: in_EAX arg
00456eb0	FUN_00456eb0	gameplay	signature-unsupported: in_EAX arg
004570a0	FUN_004570a0	gameplay	signature-unsupported: in_EAX arg
00457ba0	FUN_00457ba0	gameplay	callee-gate: 004e45b0=C1,004e4800=C1
00457c10	FUN_00457c10	gameplay	signature-unsupported: in_EAX arg
00458020	FUN_00458020	gameplay	callee-gate: 004e4800=C1
00458080	FUN_00458080	gameplay	signature-unsupported: in_EAX arg
004584e0	FUN_004584e0	gameplay	signature-unsupported: in_EAX arg
00458880	FUN_00458880	gameplay	callee-gate: 004e6e00=C1
004588c0	FUN_004588c0	gameplay	signature-unsupported: 5-arg shape
00458c70	FUN_00458c70	gameplay	callee-gate: 004c15c0=C1
00458dd0	FUN_00458dd0	gameplay	callee-gate: 004e8090=C1
00458e00	FUN_00458e00	gameplay	callee-gate: 004c15c0=C1
00459400	FUN_00459400	gameplay	callee-gate: 004e89e0=C1,004e8a10=C1
00459620	FUN_00459620	gameplay	callee-gate: 004c15c0=C1,0055bb70=C1,0055bde0=C1,0057c210=C1
005a8060	FUN_005a8060	audio	live-state-side-effect: CloseHandle on live handle (in (preamble))
005a8390	FUN_005a8390	audio	live-state-side-effect: _unlink on live path (in ## mechanical description)
005a9d00	FUN_005a9d00	audio	live-state-side-effect: _unlink on live path (in ## mechanical description)
005ab090	FUN_005ab090	audio	callee-gate: 00550670=C1
005ab620	FUN_005ab620	audio	live-state-side-effect: _unlink on live path (in ## mechanical description)
005ab710	FUN_005ab710	audio	live-state-side-effect: _unlink on live path (in ## mechanical description)
005ad2e0	FUN_005ad2e0	audio	live-state-side-effect: _unlink on live path (in (preamble))
005bc020	FUN_005bc020	audio	live-state-side-effect: DirectSound vtable on live device (in (preamble))
005bc050	FUN_005bc050	audio	live-state-side-effect: DirectSound vtable on live device (in ## constants)
005bcc70	FUN_005bcc70	audio	live-state-side-effect: CloseHandle on live handle (in (preamble))
005be260	FUN_005be260	audio	live-state-side-effect: CloseHandle on live handle (in (preamble))
005be450	FUN_005be450	audio	live-state-side-effect: CloseHandle on live handle (in (preamble))
0044e190	FUN_0044e190	gameplay	signature-unsupported: fastcall ECX/EDX args
0044e240	FUN_0044e240	gameplay	signature-unsupported: in_EAX arg
0044e2d0	FUN_0044e2d0	gameplay	signature-unsupported: in_EAX arg
0044e310	FUN_0044e310	gameplay	callee-gate: 004c0b30=C1,004c1040=C1,004e69a0=C1,004e7e30=C1
0044e680	FUN_0044e680	gameplay	callee-gate: 004e5fc0=C1
0044f830	FUN_0044f830	gameplay	callee-gate: 0055ae70=C1,0057c210=C1
004523f0	FUN_004523f0	gameplay	callee-gate: 004e6e00=C1
0045a530	FUN_0045a530	gameplay	signature-unsupported: in_EAX arg
0045a590	FUN_0045a590	gameplay	signature-unsupported: in_EAX arg
0045ac40	FUN_0045ac40	gameplay	signature-unsupported: in_EAX arg
0045b360	FUN_0045b360	gameplay	callee-gate: 004e45b0=C1,004e4800=C1
00471780	FUN_00471780	gameplay	callee-gate: 0055ac00=C1,0055ac50=C1,0055ad30=C1,0055b650=C1,0055c4a0=C1,0057c210=C1
004721b0	FUN_004721b0	gameplay	callee-gate: 004e89a0=C1
004728f0	FUN_004728f0	gameplay	callee-gate: 005459c0=C1
0047ccb0	FUN_0047ccb0	gameplay	callee-gate: 004e6920=C1
0047cf20	FUN_0047cf20	gameplay	callee-gate: 0055ac50=C1,0055ad30=C1,0055ade0=C1,0057c210=C1
0047d150	FUN_0047d150	gameplay	callee-gate: 0057c210=C1
0047d180	FUN_0047d180	gameplay	callee-gate: 0055ab30=C1,0055ac00=C1,0055ade0=C1,0055dff0=C1,0057c210=C1,0057c420=C1
0047d330	FUN_0047d330	gameplay	callee-gate: 004e43b0=C1,004e4440=C1,004e6920=C1,004e7e30=C1,00559ee0=C1,0057c210=C1,0057c370=C1
0047d640	FUN_0047d640	hud	callee-gate: 0057c210=C1
0047def0	FUN_0047def0	hud	callee-gate: 0055ae50=C1,0057c210=C1
0047f1e0	FUN_0047f1e0	gameplay	callee-gate: 0057c210=C1
0047f230	FUN_0047f230	gameplay	callee-gate: 0057c210=C1
0047f290	FUN_0047f290	gameplay	callee-gate: 004e43b0=C1,004e4440=C1,004e6920=C1,004e7e30=C1,00559ee0=C1,0057c210=C1,0057c370=C1
0047f380	FUN_0047f380	gameplay	live-state-side-effect: remove() on live path (in ## mechanical description)
0047f450	FUN_0047f450	gameplay	callee-gate: 0055afc0=C1
0047f480	FUN_0047f480	gameplay	callee-gate: 0055dd60=C1,00562560=C1
0047f6d0	FUN_0047f6d0	gameplay	callee-gate: 00561ea0=C1
0047fad0	FUN_0047fad0	gameplay	callee-gate: 004c0b30=C1,004e4380=C1,004e69a0=C1,004e7e30=C1,00559c40=C1,0055b940=C1,0055bab0=C1,0055c4a0=C1,0057c220=C1,0057c300=C1,0057c500=C1,0057c550=C1
00554010	FUN_00554010	hud	callee-gate: 0055deb0=C1
00554150	FUN_00554150	hud	callee-gate: 00553e80=C1
00554200	FUN_00554200	hud	callee-gate: 00553e80=C1
00555830	FUN_00555830	hud	callee-gate: 00553e80=C1
00556780	FUN_00556780	hud	callee-gate: 00550a20=C1,00553030=C1,005530f0=C1,005531f0=C1,005533d0=C1,00553e00=C1,00553ef0=C1
005572c0	FUN_005572c0	hud	callee-gate: 00553590=C1,00553620=C1,0055deb0=C1
005a5910	FUN_005a5910	audio	callee-gate: 0055df90=C1,00564190=C1
005a5b30	FUN_005a5b30	audio	callee-gate: 0055b060=C1,0055e300=C1
005a5d90	FUN_005a5d90	audio	callee-gate: 0055b930=C1,00562560=C1,00564190=C1
005a6cb0	FUN_005a6cb0	audio	live-state-side-effect: _unlink on live path (in (preamble))
005b1500	FUN_005b1500	audio	live-state-side-effect: CloseHandle on live handle (in (preamble))
005b15d0	thunk_FUN_005b1500	audio	live-state-side-effect: CloseHandle on live handle (in ## mechanical description)
005b3550	FUN_005b3550	audio	live-state-side-effect: _unlink on live path (in ## mechanical description)
005b8080	FUN_005b8080	audio	live-state-side-effect: CloseHandle on live handle (in (preamble))
004898d0	FUN_004898d0	gameplay	callee-gate: 004d8bd0=C1
005b8be0	FUN_005b8be0	audio	live-state-side-effect: _unlink on live path (in (preamble))
005b9e30	FUN_005b9e30	audio	signature-unsupported: 5-arg shape
005bb820	FUN_005bb820	audio	signature-unsupported: 5-arg shape
