rva	name	subsystem	reason
00493f00	FUN_00493f00	util	live-state-side-effect: blocking message box (in (preamble))
004944b0	FUN_004944b0	util	signature-unsupported: fastcall ECX/EDX args
004944c0	FUN_004944c0	util	live-state-side-effect: blocking message box (in ## mechanical description)
004548e0	FUN_004548e0	vehicle	callee-gate: 004c0b30=C1,004c1040=C1,004c39b0=C1,004e69a0=C1,004e6ab0=C1,004e7e30=C1
00456760	FUN_00456760	vehicle	callee-gate: 004e6ab0=C1
00427e00	FUN_00427e00	frontend	signature-unsupported: fastcall ECX/EDX args
004a2c48	FUN_004a2c48	frontend	signature-unsupported: in_ST0 (FPU) arg
004cf7d0	FUN_004cf7d0	render	callee-gate: 004e1b60=C1
004b3d80	FUN_004b3d80	render	callee-gate: 0054f8d0=C1
004b44f0	FUN_004b44f0	util	inline bare [UNCERTAIN] (heading=## callers (xref — 10 total))
004b4510	FUN_004b4510	util	callee-gate: 00534870=C1
00472690	FUN_00472690	util	callee-gate: 00534870=C1
00476df0	FUN_00476df0	render	inline bare [UNCERTAIN] (heading=## open items)
0048fe70	FUN_0048fe70	render	callee-gate: 00538c80=C1
00471ec0	sub_00471ec0	camera	callee-gate: 0057c210=C1
0049d240	FUN_0049d240	util	signature-unsupported: fastcall ECX/EDX args
004cc230	FUN_004cc230	frontend	callee-gate: 005507b0=C1
0049d080	FUN_0049d080	util	signature-unsupported: fastcall ECX/EDX args
0049cfb0	FUN_0049cfb0	util	signature-unsupported: fastcall ECX/EDX args
0049d270	FUN_0049d270	util	signature-unsupported: fastcall ECX/EDX args
00499400	VideoSettingsDispatcher	save	shape-only note (no verbatim decomp / mechanical-transcript section)
004c9cd0	RESET_FN	render	live-state-side-effect: Direct3D vtable on live device (in ## mechanical description)
004c9ad0	FUN_004c9ad0	render	callee-gate: 004dc8e0=C1,004e08b0=C1
00499820	sub_00499820	boot	live-state-side-effect: fclose on live FILE* (in ## stubs encountered (callees not yet reversed))
00496470	sub_00496470	boot	live-state-side-effect: fclose on live FILE* (in (preamble))
00496490	sub_00496490	boot	inline bare [UNCERTAIN] (heading=## why c2)
00534920	FUN_00534920	util	callee-gate: 00534870=C1
00478660	FUN_00478660	ai	callee-gate: 004c39b0=C1
00480340	FUN_00480340	render	shape-only note (no verbatim decomp / mechanical-transcript section)
0041c2d0	FUN_0041c2d0	hud	signature-unsupported: in_EAX arg
0041b340	FUN_0041b340	hud	signature-unsupported: in_EAX arg
0041bc50	FUN_0041bc50	hud	signature-unsupported: in_EAX arg
0041c9a0	FUN_0041c9a0	hud	signature-unsupported: in_EAX arg
0041d410	FUN_0041d410	hud	signature-unsupported: in_EAX arg
00427f00	FUN_00427f00	hud	signature-unsupported: 5-arg shape
0042ac50	FUN_0042ac50	frontend	signature-unsupported: fastcall ECX/EDX args
00430b30	FUN_00430b30	frontend	signature-unsupported: in_EAX arg
004391b0	FUN_004391b0	frontend	signature-unsupported: fastcall ECX/EDX args
00433f40	FUN_00433f40	render	signature-unsupported: 5-arg shape
004cb8a0	FUN_004cb8a0	render	live-state-side-effect: Direct3D vtable on live device (in ## decompilation summary)
004d5570	FUN_004d5570	render	live-state-side-effect: Direct3D vtable on live device (in ## role)
004d53b0	FUN_004d53b0	render	live-state-side-effect: Direct3D vtable on live device (in ## role)
00493ac0	LAB_00493ac0	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00493b40	LAB_00493b40	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00411ce0	Ghost::SetupRender	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
00553f40	FontGlyph_UploadData	hud	callee-gate: 0055deb0=C1
004c4d20	RwMatrix_SetRotAxisAngle	render	signature-unsupported: fastcall ECX/EDX args
004c57a0	FontCtxMatrix_AllocInit	hud	signature-unsupported: fastcall ECX/EDX args
00414570	FUN_00414570	ai	callee-gate: 004c39b0=C1
00415e20	FUN_00415e20	ai	callee-gate: 004c39b0=C1
0046d570	FUN_0046d570	ai	callee-gate: 004c39b0=C1
00472650	FUN_00472650	util	callee-gate: 00534870=C1
004781b0	FUN_004781b0	vehicle	callee-gate: 004e7420=C1
004b5190	FUN_004b5190	vehicle	callee-gate: 00543d40=C1,00543d70=C1,00543df0=C1,0055deb0=C1
004770c0	FUN_004770c0	vehicle	callee-gate: 004c0b30=C1,004e7e30=C1,004e8090=C1,00534b60=C1
0043d2a0	FUN_0043d2a0	frontend	signature-unsupported: in_EAX arg
00432800	FUN_00432800	frontend	signature-unsupported: in_EAX arg
00431b80	FUN_00431b80	frontend	signature-unsupported: in_EAX arg
004324a0	FUN_004324a0	frontend	signature-unsupported: in_EAX arg
004322c0	FUN_004322c0	frontend	signature-unsupported: in_EAX arg
0042f400	FUN_0042f400	frontend	signature-unsupported: in_EAX arg
0042f020	FUN_0042f020	frontend	signature-unsupported: fastcall ECX/EDX args
00431d00	FUN_00431d00	frontend	signature-unsupported: in_EAX arg
004d5bc0	FUN_004d5bc0	render	live-state-side-effect: Direct3D vtable on live device (in ## global data references)
004cff00	FUN_004cff00	render	shape-only note (no verbatim decomp / mechanical-transcript section)
004cb330	FUN_004cb330	render	shape-only note (no verbatim decomp / mechanical-transcript section)
00498c00	VideoModeTableInit	render	shape-only note (no verbatim decomp / mechanical-transcript section)
004491e0	SkyDomeUpdatePos	render	callee-gate: 004c15c0=C1
004914b0	RainRender	render	shape-only note (no verbatim decomp / mechanical-transcript section)
00491070	RainColorInit	render	shape-only note (no verbatim decomp / mechanical-transcript section)
004270f0	CourseRenderFrame	render	callee-gate: 004e5660=C1
004924e0	FogColorGetter	render	shape-only note (no verbatim decomp / mechanical-transcript section)
00420050	PerPlayerViewportRender	render	callee-gate: 004e4900=C1
00425e40	FUN_00425e40	render	callee-gate: 004e6100=C1
00475e50	FUN_00475e50	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00475d30	FUN_00475d30	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00477810	FUN_00477810	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00477a10	FUN_00477a10	render	inline bare [UNCERTAIN] (heading=## mechanical description)
0048fd70	FUN_0048fd70	render	signature-unsupported: 5-arg shape
00414490	FUN_00414490	ai	callee-gate: 004c39b0=C1
0042c960	CameraTransitionStateMachine	render	shape-only note (no verbatim decomp / mechanical-transcript section)
00410d10	FUN_00410d10	vehicle	inline bare [UNCERTAIN] (heading=## constants)
0042a740	FUN_0042a740	render	callee-gate: 00558df0=C1
004790e0	FUN_004790e0	track	callee-gate: 004e5c70=C1
004b5030	FUN_004b5030	render	callee-gate: 004e5c70=C1
004785e0	FUN_004785e0	util	signature-unsupported: in_EAX arg
004783f0	FUN_004783f0	ai	callee-gate: 004c39b0=C1
0045e2a0	FUN_0045e2a0	render	callee-gate: 00546380=C1
0045e160	FUN_0045e160	render	callee-gate: 00546380=C1
00454170	FUN_00454170	gameplay	callee-gate: 004c1210=C1,004c15c0=C1,004e43b0=C1,004e4440=C1
004547c0	FUN_004547c0	gameplay	callee-gate: 004e4800=C1
004c51a0	RwMatrixTranslate	render	inline bare [UNCERTAIN] (heading=## d-4360 partial — lab_00554940 im2d per-glyph vertex emission)
00441990	FUN_00441990	util	inline [UNCERTAIN U-2187] not in UNCERTAINTIES.md (heading=## constants)
00446520	FUN_00446520	util	inline [UNCERTAIN U-2189] not in UNCERTAINTIES.md (heading=## constants)
00442e00	FUN_00442e00	util	inline [UNCERTAIN U-2196] not in UNCERTAINTIES.md (heading=## constants)
00429620	FUN_00429620	hud	signature-unsupported: fastcall ECX/EDX args
00429240	FUN_00429240	frontend	signature-unsupported: fastcall ECX/EDX args
00428d30	FUN_00428d30	frontend	signature-unsupported: 5-arg shape
00497190	FUN_00497190	input	signature-unsupported: EAX-implicit arg
004298e0	TimeDisplay::InitForLap	hud	inline bare [UNCERTAIN] (heading=## decompilation)
004103a0	TimeTrial::LapFinishProcessor	util	inline bare [UNCERTAIN] (heading=## decompilation (summary))
00406ce0	FUN_00406ce0	util	callee-gate: 0055ac00=C1,0057c210=C1
00488e70	FUN_00488e70	util	callee-gate: 00535700=C1,00535910=C1
004709a0	VehicleCollisionBroadPhase	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
0046ef70	FUN_0046ef70	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
004b3c60	FUN_004b3c60	render	callee-gate: 004e99b0=C1
004b3cc0	FUN_004b3cc0	render	callee-gate: 00545260=C1
00479030	FUN_00479030	track	callee-gate: 00543da0=C1,00543dc0=C1
00474f30	FUN_00474f30	render	callee-gate: 00552020=C1
00487280	FUN_00487280	render	callee-gate: 00538c80=C1,00547230=C1
0047be80	FUN_0047be80	track	signature-unsupported: fastcall ECX/EDX args
0047bcc0	FUN_0047bcc0	track	signature-unsupported: in_EAX arg
0046ddb0	VehicleWheelForceIntegrator	vehicle	signature-unsupported: implicit-this arg
00467650	VehicleWheelDrivetrainUpdate	vehicle	callee-gate: 004c39b0=C1
00468980	VehicleAeroStabilizer	vehicle	callee-gate: 004c39b0=C1
0046f6c0	VehicleWheelContactSolver	vehicle	signature-unsupported: implicit-this arg
00467350	VehicleSlipTimerTick	vehicle	callee-gate: 004c39b0=C1
004c5bc0	FUN_004c5bc0	render	live-state-side-effect: _unlink on live path (in ## why c2)
004cee90	FUN_004cee90	render	shape-only note (no verbatim decomp / mechanical-transcript section)
004cefd0	FUN_004cefd0	render	shape-only note (no verbatim decomp / mechanical-transcript section)
004b42c0	FUN_004b42c0	render	callee-gate: 004c39b0=C1
004c4470	sub_004c4470 (rwID_MATRIXMODULE ctor)	render	shape-only note (no verbatim decomp / mechanical-transcript section)
004c4430	sub_004c4430 (rwID_MATRIXMODULE dtor)	render	shape-only note (no verbatim decomp / mechanical-transcript section)
004c07b0	sub_004c07b0 (rwID_FRAMEMODULE ctor)	render	inline bare [UNCERTAIN] (heading=## evidence for c2)
004c0830	sub_004c0830 (rwID_FRAMEMODULE dtor)	render	inline bare [UNCERTAIN] (heading=## evidence for c2)
00150c50	RtFSHandler::Open	util	callee-gate: 00550740=C1,00551410=C1,00551460=C1
00150d80	RtFSHandler::Close	util	live-state-side-effect: CloseHandle on live handle (in (preamble))
00150da0	RtFSHandler::ReadAsync	util	callee-gate: 00551550=C1
00151090	RtFSHandler::Poll	util	callee-gate: 00551090=C1,00551550=C1
001512b0	RtFSHandler::GetStatus	util	callee-gate: 00551090=C1,005512b0=C1
001512d0	RtFSHandler::Stat	util	callee-gate: 00551410=C1,00551460=C1
00151190	RtFSHandler::Install	util	callee-gate: 005504d0=C1,00551090=C1,00551190=C1,005512b0=C1,00551330=C1
001504d0	RtFSManager::FindHandler	util	callee-gate: 005504d0=C1
000b6710	PizWin32Open	util	signature-unsupported: in_EAX arg
000b6940	PizOpenAndParse	util	callee-gate: 005507a0=C1
0046da80	VehicleTrackInteraction	vehicle	inline bare [UNCERTAIN] (heading=## mechanistic description)
00470670	VehicleControlUpdate	vehicle	inline [UNCERTAIN U-1408] catalogued but Blocks=C3 (matched-RVA) (heading=## mechanistic description)
004c1c10	Camera::SetProjection	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00441760	Camera::Apply	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0041ef60	Player::WriteFieldZero	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00442600	CameraPath::InitForTrack	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0046cb30	Player::GetOffset3D	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00441820	CameraPath::SamplePoint	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00426bb0	CameraPath::GetCount	camera	shape-only note (no verbatim decomp / mechanical-transcript section)
00441700	Camera::SetupFOV	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004464c0	CameraEntry::DispatchAll	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00442a60	Spectator::ComputeDistances	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004a3384	CRT::acos	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004a3620	CRT::atan	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00407600	Player::GetPositionPtr	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0041f120	Player::ComputeVehicleToCameraVec	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004427c0	Spectator::SelectCamera	util	shape-only note (no verbatim decomp / mechanical-transcript section)
00442a20	Camera::InitWithMatrix	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004a3700	CRT::math_float_371d	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004a37b0	CRT::math_float_37cd	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004b4430	Camera::BuildFrame	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004b4cd0	Bezier::QueryWrapper	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0045bfe0	Bezier::GetLocate	util	shape-only note (no verbatim decomp / mechanical-transcript section)
0045c350	Bezier::Interpolate	util	shape-only note (no verbatim decomp / mechanical-transcript section)
004b6640	FUN_004b6640	boot	callee-gate: 005504d0=C1,00551330=C1
004275d0	FUN_004275d0	boot	callee-gate: 00552920=C1,00553cf0=C1,00553e80=C1,00553ef0=C1
004881d0	FUN_004881d0	boot	callee-gate: 004c0b30=C1,004e7e30=C1,004e8090=C1,00534b60=C1
0041cb10	FUN_0041cb10	boot	callee-gate: 004e6ab0=C1
0041def0	FUN_0041def0	boot	callee-gate: 004c0b30=C1,004c1040=C1,004e69a0=C1,004e7e30=C1
0041eaa0	FUN_0041eaa0	boot	callee-gate: 004c0b30=C1
0041a3d0	FUN_0041a3d0	boot	callee-gate: 004e6e00=C1
0041de70	FUN_0041de70	boot	callee-gate: 004e6e00=C1
0041c2c0	FUN_0041c2c0	boot	callee-gate: 004e6e00=C1
0041da80	FUN_0041da80	boot	callee-gate: 004e6e00=C1
00425ed0	FUN_00425ed0	boot	callee-gate: 004e6e00=C1
0041e0d0	FUN_0041e0d0	boot	callee-gate: 004e6920=C1,004e6e00=C1,004e7e30=C1
0042c2a0	FUN_0042c2a0	boot	callee-gate: 004e5700=C1
00489250	FUN_00489250	boot	inline bare [UNCERTAIN] (heading=## why c2)
00494bc0	FUN_00494bc0	boot	inline bare [UNCERTAIN] (heading=## why c2)
00558240	FUN_00558240	boot	callee-gate: 00558180=C1,00558400=C1
00469df0	VehicleVehicleCollisionImpulse	vehicle	shape-only note (no verbatim decomp / mechanical-transcript section)
00468d80	VehicleTerrainContactSolver	vehicle	shape-only note (no verbatim decomp / mechanical-transcript section)
004694e0	VehicleObjectContactSolver	vehicle	shape-only note (no verbatim decomp / mechanical-transcript section)
00498810	FUN_00498810	util	inline bare [UNCERTAIN] (heading=## notes)
0045d1e0	FUN_0045d1e0	util	inline bare [UNCERTAIN] (heading=## notes)
0045d330	FUN_0045d330	util	inline bare [UNCERTAIN] (heading=## notes)
00472640	FUN_00472640	util	inline bare [UNCERTAIN] (heading=## constants / globals cited)
0040e170	FUN_0040e170	util	inline bare [UNCERTAIN] (heading=## constants / globals cited)
0045dbe0	FUN_0045dbe0	util	inline bare [UNCERTAIN] (heading=## notes)
004657b0	FUN_004657b0	util	inline bare [UNCERTAIN] (heading=## notes)
00472820	FUN_00472820	util	inline bare [UNCERTAIN] (heading=## mechanical description)
0042d420	FUN_0042d420	render	callee-gate: 004c0b30=C1
00550430	FUN_00550430	util	callee-gate: 00551510=C1
00550910	FUN_00550910	save	live-state-side-effect: fclose on live FILE* (in ## mechanical description)
00420de0	FUN_00420de0	vehicle	signature-unsupported: fastcall ECX/EDX args
00418a30	FUN_00418a30	vehicle	signature-unsupported: in_EAX arg
00418de0	FUN_00418de0	vehicle	signature-unsupported: in_EAX arg
004c4eb0	RwMatrixInvert_CofactorPath	render	inline bare [UNCERTAIN] (heading=## algorithm)
00485380	FUN_00485380	vehicle	signature-unsupported: in_EAX arg
004ce790	FUN_004ce790	render	shape-only note (no verbatim decomp / mechanical-transcript section)
004cf160	FUN_004cf160	render	inline bare [UNCERTAIN] (heading=## why c2)
00418860	FUN_00418860	ai	inline bare [UNCERTAIN] (heading=## key addresses)
00444b60	FUN_00444b60	ai	callee-gate: 005586f0=C1
00423540	FUN_00423540	ai	inline bare [UNCERTAIN] (heading=## analysis)
004c3d60	FUN_004c3d60	render	callee-gate: 00534870=C1
004540c0	DepthChargePerFrameTeardown	powerups	callee-gate: 004c1210=C1,004e6920=C1
0044d5e0	DepthChargePathSafetyCheck	powerups	callee-gate: 00547230=C1
0046c5f0	FUN_0046c5f0	vehicle	signature-unsupported: fastcall ECX/EDX args
0046cc40	FUN_0046cc40	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
00403fa0	FUN_00403fa0	render	signature-unsupported: in_EAX arg
00413a00	FUN_00413a00	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00413a40	FUN_00413a40	render	inline bare [UNCERTAIN] (heading=## mechanical description)
0046d400	FUN_0046d400	render	callee-gate: 00538c80=C1
0046c7d0	FUN_0046c7d0	vehicle	callee-gate: 004c39b0=C1
004c90a0	FUN_004c90a0	render	live-state-side-effect: Direct3D vtable on live device (in ## constants)
004d40d0	FUN_004d40d0	render	callee-gate: 004e1710=C1,004e2030=C1
004292d0	sub_004292d0	util	callee-gate: 0055deb0=C1
00414060	FUN_00414060	util	signature-unsupported: fastcall ECX/EDX args
00426810	sub_00426810	render	callee-gate: 004c39b0=C1
00555af0	FontCtx_LoadMetrics_Met	hud	callee-gate: 00550a20=C1
00555ff0	FontCtx_LoadMetrics_Atlas	hud	callee-gate: 00550a20=C1
00554050	FontCanvas_Shutdown	hud	live-state-side-effect: _unlink on live path (in ## mechanical description)
00555280	FontSys_ShutdownContextPool	hud	live-state-side-effect: _unlink on live path (in ## mechanical description)
004aed77	FUN_004aed77	boot	signature-unsupported: in_EAX arg
00404fa0	FUN_00404fa0	render	callee-gate: 00532a60=C1
00408b00	FUN_00408b00	util	callee-gate: 004c39b0=C1
0041ef80	FUN_0041ef80	util	inline bare [UNCERTAIN] (heading=## mechanical description)
00429820	FUN_00429820	hud	inline bare [UNCERTAIN] (heading=## mechanical description)
0047ea60	FUN_0047ea60	vehicle	callee-gate: 0055ac00=C1,0055dff0=C1,0057c210=C1
004a2bb8	report_failure	boot	live-state-side-effect: ExitProcess terminates host (in ## mechanical description)
004ad351	__fcloseall	boot	live-state-side-effect: fclose on live FILE* (in ## mechanical description)
004a583a	FUN_004a583a	boot	live-state-side-effect: blocking message box (in ## mechanical description)
004773f0	FUN_004773f0	render	signature-unsupported: in_EAX arg
004a4ff4	write_multi_char	render	signature-unsupported: in_EAX arg
004a5018	write_string	render	signature-unsupported: in_EAX arg
00546b10	FUN_00546b10	vehicle	callee-gate: 00546bf0=C1,00546c50=C1,00546cb0=C1
004dcaa0	FUN_004dcaa0	render	live-state-side-effect: Direct3D vtable on live device (in ## what it does)
004c3910	FUN_004c3910	render	inline bare [UNCERTAIN] (heading=(preamble))
004c3dc0	FUN_004c3dc0	render	inline bare [UNCERTAIN] (heading=(preamble))
004ccba0	FUN_004ccba0	render	live-state-side-effect: _unlink on live path (in ## decompilation (verbatim, verified 2026-05-13))
00421d20	FUN_00421d20	util	inline bare [UNCERTAIN] (heading=## constants)
004219f0	FUN_004219f0	util	inline bare [UNCERTAIN] (heading=## mechanical description)
0044e0a0	FUN_0044e0a0	util	inline bare [UNCERTAIN] (heading=## constants)
004764f0	FUN_004764f0	util	inline bare [UNCERTAIN] (heading=## constants)
004764e0	FUN_004764e0	util	signature-unsupported: fastcall ECX/EDX args
0041e960	FUN_0041e960	ai	inline bare [UNCERTAIN] (heading=## callees)
004219a0	FUN_004219a0	ai	signature-unsupported: in_EAX arg
00481750	FUN_00481750	vehicle	callee-gate: 0055b650=C1,0057c210=C1
00480d60	FUN_00480d60	vehicle	callee-gate: 0055b650=C1,0057c210=C1
004c1a70	FUN_004c1a70	render	inline bare [UNCERTAIN] (heading=## mechanical description)
004982a0	FUN_004982a0	input	live-state-side-effect: modal Win32 dialog (DialogBoxParam) (in (preamble))
00497230	FUN_00497230	input	signature-unsupported: in_EAX arg
00495150	FUN_00495150	input	inline [UNCERTAIN U-2293] not in UNCERTAINTIES.md (heading=## mechanical description)
004c5a60	FUN_004c5a60	render	inline bare [UNCERTAIN] (heading=## why c2)
00496e40	FUN_00496e40	boot	inline bare [UNCERTAIN] (heading=## notes)
00498510	FUN_00498510	input	live-state-side-effect: modal Win32 dialog (DialogBoxParam) (in (preamble))
004caea0	FUN_004caea0	render	inline [UNCERTAIN U-3720] not in UNCERTAINTIES.md (heading=## why c2)
0047d3c0	VehiclePhysicsWorldCreate	vehicle	callee-gate: 004c0b30=C1,004e7e30=C1,00559c40=C1,0055ae70=C1,0055b940=C1,0055bab0=C1,0055c4a0=C1,0057c220=C1,0057c300=C1,0057c500=C1,0057c550=C1
00442ce0	VehicleRubberBandSpeedModifier	vehicle	inline bare [UNCERTAIN] (heading=## mechanical description)
0046d4d0	VehiclePhysicsMatrixSet	vehicle	inline bare [UNCERTAIN] (heading=## vehicle struct layout derived)
0047e9c0	PhysicsSceneInitSequence	vehicle	callee-gate: 0055e200=C1,0055fe50=C1,0055fea0=C1,0055ff70=C1,0055ff90=C1,00561040=C1,00561390=C1,00561c50=C1,00561e60=C1,00561e80=C1
0047d240	VehiclePhysicsBodyPlace	vehicle	callee-gate: 0055ab30=C1,0055ac00=C1,0055ade0=C1,0055dff0=C1,0057c210=C1
0055c810	PhysicsBodySetLinearVelocity	vehicle	callee-gate: 0055c380=C1
004826d0	PhysicsCollisionBodyCreate	vehicle	callee-gate: 00563810=C1
00401000	FUN_00401000	hud	callee-gate: 004c0b30=C1,004e4450=C1,004e4810=C1,004e48e0=C1,004e4900=C1,004e4b90=C1,004e4dd0=C1,004e5850=C1,0053fbb0=C1
004011f0	FUN_004011f0	hud	callee-gate: 004c15c0=C1
00401fe0	FUN_00401fe0	render	callee-gate: 004e7fa0=C1,004e8030=C1,004e8640=C1,004e8910=C1,004e8940=C1,004e8a10=C1,004e8c70=C1
00402240	FUN_00402240	render	callee-gate: 004c0b30=C1,004c1040=C1,004e67b0=C1,004e68a0=C1,004e6d80=C1,004e6f80=C1,004e7e30=C1,004e8ea0=C1
004022a0	FUN_004022a0	render	callee-gate: 004e7fa0=C1,004e8030=C1,004e8640=C1,004e8910=C1,004e8940=C1,004e8a10=C1,004e8c70=C1
00402590	FUN_00402590	render	callee-gate: 004c0b30=C1,004c1040=C1,004e67b0=C1,004e68a0=C1,004e6d80=C1,004e6f80=C1,004e7e30=C1,004e8ea0=C1
004034a0	FUN_004034a0	render	inline bare [UNCERTAIN] (heading=## body summary)
004036a0	FUN_004036a0	render	signature-unsupported: in_EAX arg
00404820	FUN_00404820	hud	callee-gate: 004e6e00=C1
00480b70	FUN_00480b70	vehicle	callee-gate: 0055ac00=C1,0055ad30=C1,0055b650=C1,0057c210=C1
00481780	FUN_00481780	vehicle	callee-gate: 0057c210=C1
00481810	FUN_00481810	vehicle	callee-gate: 0055bb70=C1,0055bde0=C1,0057c210=C1
004818d0	FUN_004818d0	vehicle	callee-gate: 0057c210=C1
00481a30	FUN_00481a30	vehicle	callee-gate: 0057c210=C1
00481d90	FUN_00481d90	vehicle	callee-gate: 0055ac00=C1,0055ac50=C1,0055ad30=C1,0055b650=C1,0057c210=C1
00481e00	FUN_00481e00	vehicle	callee-gate: 0055c000=C1,0057ca30=C1
00482140	FUN_00482140	vehicle	callee-gate: 004c39b0=C1,004e68a0=C1,004e7fa0=C1,004e8030=C1,004e8640=C1,004e8910=C1,004e8940=C1,004e8a10=C1,004e8c70=C1,004e8ea0=C1
00482820	FUN_00482820	vehicle	callee-gate: 0055af80=C1,0055afc0=C1,0055de20=C1
00483ed0	FUN_00483ed0	vehicle	callee-gate: 004c0b30=C1,004c15c0=C1
004840f0	FUN_004840f0	vehicle	signature-unsupported: fastcall ECX/EDX args
00441490	FUN_00441490	camera	callee-gate: 004e6920=C1
00443210	FUN_00443210	render	inline bare [UNCERTAIN] (heading=## body summary)
00448770	FUN_00448770	render	callee-gate: 004c15c0=C1,004e6ab0=C1
00448820	FUN_00448820	render	callee-gate: 004c15c0=C1,004e6ab0=C1
00448880	FUN_00448880	render	callee-gate: 004c15c0=C1,004e6ab0=C1
00448cb0	FUN_00448cb0	render	callee-gate: 004c15c0=C1
00448dc0	FUN_00448dc0	render	callee-gate: 004c15c0=C1
00448e20	FUN_00448e20	render	callee-gate: 004c15c0=C1
00490000	FUN_00490000	render	callee-gate: 004e8090=C1
00490020	FUN_00490020	render	callee-gate: 004e8090=C1
00490e70	FUN_00490e70	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00490fb0	FUN_00490fb0	render	inline bare [UNCERTAIN] (heading=## mechanical description)
004910c0	FUN_004910c0	render	callee-gate: 004c39b0=C1
00491340	FUN_00491340	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00491b20	FUN_00491b20	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00491c00	FUN_00491c00	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00491e50	FUN_00491e50	render	signature-unsupported: in_EAX arg
00491f00	FUN_00491f00	render	callee-gate: 00535700=C1,00535910=C1
00492170	FUN_00492170	render	inline bare [UNCERTAIN] (heading=## mechanical description)
004921b0	FUN_004921b0	render	inline bare [UNCERTAIN] (heading=## mechanical description)
00467110	FUN_00467110	render	callee-gate: 004c0b30=C1
