rva	subsystem	name	notes
004c42d0	render	FUN_004c42d0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s2 plate at re/analysis/render_4_c1_to_c2_
004c4360	render	FUN_004c4360	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s2 plate at re/analysis/render_4_c1_to_c2_
004c4530	render	FUN_004c4530	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s2 plate at re/analysis/render_4_c1_to_c2_
004c4600	render	RwMatrixMultiply	identity fast-paths (flag 0x20000); vtable dispatch at DAT_007d4028+8+DAT_007d3ff8; flags AND into dst[3]; shared with render frame tree + font + vehicle; D-3460 resolved | batch-render-4-s2 plate at 
004c4670	render	thunk_FUN_004c4680	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s2 plate at re/analysis/render_4_c1_to_c2_
004c4dc0	util	FUN_004c4dc0	RwMatrixInvert (identity fast-path + orthonormal 3x3-transpose fast-path + FUN_004c4eb0 general fallback); 23 callers span entire code-base; previous subsystem 'vehicle' REFINED to 'util' (general-pur
004c4eb0	render	RwMatrixInvert_CofactorPath	general matrix inverse via cofactor expansion; 1/det from DAT_005cc320=1.0f; corrected translation T_inv=-R_inv*T; callee of 0x004c4dc0 | batch-render-4-s2 plate at re/analysis/render_4_c1_to_c2_s2/FU
004c51a0	render	RwMatrixTranslate	RW SDK RwMatrixTranslate(mat, trans, combineOp); modes 0=replace 1=preconcat 2=postconcat; confirmed from decomp
004c52f0	render	RwMatrixCombine	3-mode 4x4 matrix combiner: 0=copy 1=pre-mul 2=post-mul; identity flag at DAT_007d4028+4+DAT_007d3ff8 bit 0x20000; multiply via fn ptr at +8; D-7964 resolved | batch-render-4-s2 plate at re/analysis/r
004c5470	render	FUN_004c5470	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s2 plate at re/analysis/render_4_c1_to_c2_
004c5680	render	FUN_004c5680	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s2 plate at re/analysis/render_4_c1_to_c2_
004c5770	render	FUN_004c5770	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3 plate at re/analysis/render_4_c1_to_c2_
004c5860	render	FUN_004c5860	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3 plate at re/analysis/render_4_c1_to_c2_
004c59c0	render	FUN_004c59c0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3 plate at re/analysis/render_4_c1_to_c2_
004c5cb0	render	FUN_004c5cb0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3 plate at re/analysis/render_4_c1_to_c2_
004c5da0	render	FUN_004c5da0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3 plate at re/analysis/render_4_c1_to_c2_
004c5dd0	render	FUN_004c5dd0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3 plate at re/analysis/render_4_c1_to_c2_
004c6140	render	FUN_004c6140	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3 plate at re/analysis/render_4_c1_to_c2_
004c6580	render	FUN_004c6580	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3 plate at re/analysis/render_4_c1_to_c2_
004c6750	render	FUN_004c6750	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3 plate at re/analysis/render_4_c1_to_c2_
004c6ba0	render	FUN_004c6ba0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3 plate at re/analysis/render_4_c1_to_c2_
004c7600	render	FUN_004c7600	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4 plate at re/analysis/render_4_c1_to_c2_
004c7620	render	FUN_004c7620	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4 plate at re/analysis/render_4_c1_to_c2_
004c7650	render	FUN_004c7650	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4 plate at re/analysis/render_4_c1_to_c2_
004c76c0	render	FUN_004c76c0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4 plate at re/analysis/render_4_c1_to_c2_
004c76f0	render	FUN_004c76f0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4 plate at re/analysis/render_4_c1_to_c2_
004c7730	render	FUN_004c7730	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4 plate at re/analysis/render_4_c1_to_c2_
004c77c0	render	FUN_004c77c0	RwRasterCreate: alloc type-hint 0x30407; +0x0c=width +0x10=height +0x14=depth; platform create via vtable+0x58; notify DAT_00618180 on success; dealloc via vtable+0x11c on fail
004c7860	render	FUN_004c7860	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4 plate at re/analysis/render_4_c1_to_c2_
004c79f0	render	FUN_004c79f0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4 plate at re/analysis/render_4_c1_to_c2_
004c7a20	render	FUN_004c7a20	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4 plate at re/analysis/render_4_c1_to_c2_
004c8e50	render	FUN_004c8e50	raster dispatch table init; 27 entries cmd 0x02..0x1c; default FUN_005c9d00; rwRASTERSYSTEM_* dispatch
004c9fb0	render	FUN_004c9fb0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s5 plate at re/analysis/render_4_c1_to_c2_
004cafd0	render	FUN_004cafd0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s5 plate at re/analysis/render_4_c1_to_c2_
004cb070	render	FUN_004cb070	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s5 plate at re/analysis/render_4_c1_to_c2_
004cb0b0	render	FUN_004cb0b0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s5 plate at re/analysis/render_4_c1_to_c2_
004cb0f0	render	FUN_004cb0f0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s5 plate at re/analysis/render_4_c1_to_c2_
004cb130	render	FUN_004cb130	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s5 plate at re/analysis/render_4_c1_to_c2_
004cb190	render	FUN_004cb190	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s5 plate at re/analysis/render_4_c1_to_c2_
004cb2c0	render	FUN_004cb2c0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s5 plate at re/analysis/render_4_c1_to_c2_
004cb2f0	render	FUN_004cb2f0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s5 plate at re/analysis/render_4_c1_to_c2_
004cb490	render	FUN_004cb490	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s6 plate at re/analysis/render_4_c1_to_c2_
004cb4c0	render	FUN_004cb4c0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s6 plate at re/analysis/render_4_c1_to_c2_
004cb600	render	FUN_004cb600	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s6 plate at re/analysis/render_4_c1_to_c2_
004cb840	render	FUN_004cb840	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s6 plate at re/analysis/render_4_c1_to_c2_
004cbad0	render	FUN_004cbad0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s6 plate at re/analysis/render_4_c1_to_c2_
004cbb00	render	FUN_004cbb00	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s6 plate at re/analysis/render_4_c1_to_c2_
004cbb20	render	FUN_004cbb20	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s6 plate at re/analysis/render_4_c1_to_c2_
004cbb50	render	FUN_004cbb50	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s6 plate at re/analysis/render_4_c1_to_c2_
004cbbd0	render	FUN_004cbbd0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s6 plate at re/analysis/render_4_c1_to_c2_
004cc230	frontend	FUN_004cc230	stream-context open; type(1=file 2=PIZ 3=mem 4=cb) mode(1=read 2=write 3=append); alloc via *(DAT_007d45c4+007d3ff8) vtable+0x118 0x30404; PIZ bases 0061737c/6182a8/6182ac; case-3 sub-modes resolved; 
004cc400	render	FUN_004cc400	RwStreamReadChunkHeader: reads 12-byte RW chunk header; decodes version (old-style shift8/new-style major.minor); validates type via FUN_004cc4f0; outputs type/size/version/build
004cc5e0	render	FUN_004cc5e0	RwStreamFindChunk: scans stream for chunk matching type param_2; skips via FUN_004cc050; validates version [0x35000..0x37002] at 0x004cc637/0x004cc645; outputs size+version; returns 1=found 0=not; U-1
004cc770	render	FUN_004cc770	RwStreamWrite wrapper: calls FUN_004cbe80(p1 p2 p3) returns p1; 11 callers; leaf pass-through | batch-render-5-s1 plate at re/analysis/render_5_c1_to_c2_s1/FUN_004cc770.md
004cc790	render	FUN_004cc790	RwStreamWrite+error: calls FUN_004cbd30; on 0 reports error 0x8000001a via FUN_004d7ff0+FUN_004d8480; returns p1 or 0; 22 callers; U-5101 | batch-render-5-s1 plate at re/analysis/render_5_c1_to_c2_s1/
004cd550	render	FUN_004cd550	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-render-5-s2 re/analysis/render_5_c1_to_c2_s2/
004cdca0	render	FUN_004cdca0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-render-5-s2 re/analysis/render_5_c1_to_c2_s2/
004cdd00	render	FUN_004cdd00	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-render-5-s2 re/analysis/render_5_c1_to_c2_s2/
004cde20	render	FUN_004cde20	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-render-5-s2 re/analysis/render_5_c1_to_c2_s2/
004cdf20	render	FUN_004cdf20	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-render-5-s2 re/analysis/render_5_c1_to_c2_s2/
004ce2d0	render	FUN_004ce2d0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-render-5-s2 re/analysis/render_5_c1_to_c2_s2/
004ce390	render	FUN_004ce390	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-render-5-s2 re/analysis/render_5_c1_to_c2_s2/
004ce480	render	FUN_004ce480	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-render-5-s2 re/analysis/render_5_c1_to_c2_s2/
004ce5d0	render	FUN_004ce5d0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-render-5-s2 re/analysis/render_5_c1_to_c2_s2/
004cf2b0	render	FUN_004cf2b0	RwRasterStreamRead; 13-DWORD struct chunk; U-5157
004cf430	render	FUN_004cf430	RwRasterPluginRegistryForAll; thunk -> FUN_004e1ac0 with DAT_00618138; U-5158
004d1020	render	FUN_004d1020	RwRasterSetPixels dispatch; switch on camera type 0/4=lock+write(32/16/8bpp)+unlock; 1=depth SetScissorRect; 2=fill; 5=cube-face blit; palette search on 8bpp; calls FUN_004cff20+004d0290; plate at re/
004d2340	render	rwD3D8RasterCreate	cluster_004d_first_pass batch_t-s4; RW3 D3D8 raster + render-state pipeline; top-level raster creation dispatcher; routes by type (0/1/2/4/5) to D3D8 surface creation helpers; strings rwRASTERTYPECAME
004d2c80	render	rwD3D8CameraTextureRasterCreate	cluster_004d_first_pass batch_t-s4; RW3 D3D8 raster; creates D3D8 surface for rwRASTERTYPECAMERATEXTURE; strings rwRASTERTYPECAMERATEXTURE_can_no/Out_of_video_memory/Failed_to_create_raster; batch-ren
00546b10	vehicle	FUN_00546b10	 | C1->C2 batch_ak sweep-20260603-0116,RwMatrix→Quaternion; Shepperd method; normal case + 3 degenerate branches S-3714..S-3716; resolves S-1564 D-4604
