rva	sub	name	size	n_callees	conv	nargs	ret	arg_type_today	runnable_today	sig_conf	fp	imports	com_d3d	rw_orch	rw_frac	twin	derefs_arg	reads_global	n_globals	cyclic
00407550	gameplay	FUN_00407550	35	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
00418db0	render	FUN_00418db0	35	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	ambiguous	1	0	2	0
0041c2d0	hud	FUN_0041c2d0	35	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
0045bfa0	powerups	PowerupSlotActivate	35	1	cdecl	2	void	-	0	low	0	-	0	0	0.0	-	1	0	0	0
0048cee0	particle	FUN_0048cee0	35	1	fastcall/thiscall	0	void	-	0	low	0	-	0	0	0.0	-	1	0	1	0
004c5dd0	render	FUN_004c5dd0	35	0	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
004d1640	render	FUN_004d1640	35	0	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
005af200	audio	FUN_005af200	35	0	cdecl	3	int	-	0	low	0	-	0	0	0.0	ok-asc	1	0	0	0
0041f290	gameplay	FUN_0041f290	36	1	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
004c2d90	render	FUN_004c2d90	36	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	ok-asc	0	0	1	0
005ab150	audio	FUN_005ab150	36	2	cdecl	2	int	-	0	low	0	-	0	0	0.0	ok-asc	1	0	0	0
005af7a0	audio	FUN_005af7a0	37	1	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
00412100	render	FUN_00412100	38	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	ambiguous	1	0	2	0
00451060	gameplay	FUN_00451060	38	3	cdecl	0	void	-	0	low	0	-	0	0	0.0	-	1	0	0	0
00494480	video	FUN_00494480	38	3	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
00495080	frontend	FUN_00495080	38	1	cdecl	2	int	-	0	low	1	-	0	0	0.0	-	0	1	2	0
004c3d60	render	FUN_004c3d60	38	0	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
004c3dc0	render	FUN_004c3dc0	38	0	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
005b10a0	audio	FUN_005b10a0	38	0	cdecl	3	int	-	0	low	0	-	0	0	0.0	ok-asc	1	0	0	0
005b10e0	audio	FUN_005b10e0	38	0	cdecl	3	int	-	0	low	0	-	0	0	0.0	ok-asc	1	0	0	0
005b3b30	audio	FUN_005b3b30	38	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	ok-asc	0	0	0	0
00421560	render	FUN_00421560	39	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
0047b9b0	physics	FUN_0047b9b0	39	3	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	0	0	0	0
0048fce0	particle	FUN_0048fce0	39	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
0048fd10	particle	FUN_0048fd10	39	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
0048fd40	particle	FUN_0048fd40	39	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
00490f50	render	FUN_00490f50	39	0	cdecl	4	void	-	0	low	0	-	0	0	0.0	-	0	1	4	0
00490f80	render	FUN_00490f80	39	0	cdecl	4	void	-	0	low	0	-	0	0	0.0	-	0	1	4	0
004c5da0	render	FUN_004c5da0	39	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	flag	0	0	1	0
004c7690	render	FUN_004c7690	39	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	flag	0	0	1	0
005a6280	audio	FUN_005a6280	39	1	cdecl	4	int	-	0	low	0	-	0	0	0.0	ok-asc	0	0	1	0
005a7f70	audio	FUN_005a7f70	39	1	cdecl	4	int	-	0	low	0	-	0	0	0.0	-	0	0	1	0
005a9de0	audio	FUN_005a9de0	39	1	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
005b8570	audio	FUN_005b8570	39	1	cdecl	4	int	-	0	low	0	-	0	0	0.0	-	0	0	1	0
005b9e30	audio	FUN_005b9e30	39	1	cdecl	4	int	-	0	low	0	-	0	0	0.0	-	0	0	1	0
005bb820	audio	FUN_005bb820	39	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	0	0	1	0
004c76c0	render	FUN_004c76c0	40	0	cdecl	4	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
00425b90	frontend	FUN_00425b90	41	1	cdecl	2	int	-	0	low	0	-	0	0	1.0	-	1	0	0	0
00428760	hud	FUN_00428760	41	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	0	0	0	0
0046cc10	ai	FUN_0046cc10	41	1	cdecl	2	int	-	0	low	1	-	0	0	0.0	-	1	1	1	0
00485380	vehicle	FUN_00485380	41	2	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
00492d30	util	FUN_00492d30	41	3	cdecl	0	int	-	0	low	0	-	0	0	0.33	-	1	1	1	0
004cb840	render	FUN_004cb840	41	0	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
004cd550	render	FUN_004cd550	41	0	fastcall/thiscall	2	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
00550950	audio	FUN_00550950	41	0	cdecl	3	int	-	0	low	0	-	0	0	0.0	ok-asc	1	0	0	0
004219c0	render	FUN_004219c0	42	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	3	0
00474db0	render	FUN_00474db0	42	1	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
00495580	input	FUN_00495580	42	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
004cb490	render	FUN_004cb490	42	0	cdecl	2	int	-	0	med	1	-	0	0	0.0	-	1	1	2	0
005ab190	audio	FUN_005ab190	42	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
005af040	audio	FUN_005af040	42	2	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
0049d240	util	FUN_0049d240	43	0	stdcall	0	int	-	0	low	0	WinMM	0	0	0.0	-	1	0	1	0
004b5320	vehicle	FUN_004b5320	43	1	cdecl	3	int	-	0	low	0	-	0	0	1.0	ok-asc	0	0	0	0
004c3d90	render	FUN_004c3d90	43	0	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
005ae300	audio	FUN_005ae300	43	1	fastcall/thiscall	1	int	-	0	low	0	-	0	0	0.0	ok-asc	1	0	0	0
005b7010	audio	FUN_005b7010	43	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	flag	1	1	0	0
005bd610	audio	FUN_005bd610	43	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	4	0
0047b980	track	RegisterScriptCommand	44	2	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	0	1	1	0
0048aa20	render	FUN_0048aa20	44	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	0	0	0	0
0049d1d0	particle	FUN_0049d1d0	44	0	fastcall/thiscall	0	int	-	0	low	0	Win32	0	0	0.0	-	1	0	1	0
004c1b10	render	FUN_004c1b10	44	2	cdecl	1	int	-	0	low	1	-	0	0	0.0	-	0	1	0	0
00475010	render	FUN_00475010	45	1	cdecl	4	int	-	0	low	0	-	0	0	0.0	-	0	0	0	0
00484280	debug-overlay	FUN_00484280	45	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	ambiguous	1	1	5	0
00493c60	render	FUN_00493c60	45	1	fastcall/thiscall	0	void	-	0	low	0	-	0	0	0.0	-	1	0	5	0
00494b20	render	FUN_00494b20	45	1	fastcall/thiscall	0	void	-	0	low	0	-	0	0	0.0	-	1	0	5	0
0049ebc0	particle	FUN_0049ebc0	45	1	fastcall/thiscall	0	void	-	0	low	0	-	0	0	0.0	-	1	0	5	0
0041f060	gameplay	FUN_0041f060	46	1	cdecl	2	int	-	0	low	1	-	0	0	0.0	-	1	1	1	0
00430b30	frontend	FUN_00430b30	46	0	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	1	1	3	0
00410d10	vehicle	FUN_00410d10	47	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
0045cc50	audio	FUN_0045cc50	47	2	fastcall/thiscall	0	void	-	0	low	0	-	0	0	0.0	-	1	0	0	0
0047b8a0	input	FUN_0047b8a0	47	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
004b7a70	input	FUN_004b7a70	47	2	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	0	0	0	0
004c5860	render	FUN_004c5860	47	0	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
004c7730	render	FUN_004c7730	47	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
005a6d90	audio	FUN_005a6d90	47	0	cdecl	2	int	-	0	low	0	-	0	0	0.0	ok-asc	1	0	0	0
005af230	audio	FUN_005af230	47	0	cdecl	2	int	-	0	low	0	-	0	0	0.0	ok-asc	1	0	0	0
00455030	render	FUN_00455030	48	2	fastcall/thiscall	0	void	-	0	low	0	-	0	0	0.0	-	1	0	3	0
0046be50	gameplay	FUN_0046be50	48	0	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
00482900	vehicle	FUN_00482900	48	2	cdecl	2	int	-	0	low	1	-	0	0	0.0	-	1	0	2	0
0049c810	particle	FUN_0049c810	48	1	cdecl	0	int	-	0	low	0	Win32	0	0	0.0	-	1	1	1	0
004d5310	render	FUN_004d5310	48	0	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
005a6d60	audio	FUN_005a6d60	48	0	cdecl	3	int	-	0	low	0	-	0	0	0.0	ok-asc	1	0	0	0
005ab340	audio	FUN_005ab340	48	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
00457610	gameplay	FUN_00457610	49	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	3	0
00471450	gameplay	FUN_00471450	49	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
00486f50	particle	FUN_00486f50	49	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	3	0
0048f740	util	FUN_0048f740	49	3	fastcall/thiscall	0	int	-	0	low	0	-	0	0	0.0	-	1	0	2	0
0049fc80	particle	FUN_0049fc80	49	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	0	0
0040ddb0	util	FUN_0040ddb0	50	6	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
00474fd0	render	FUN_00474fd0	50	1	cdecl	4	int	-	0	low	0	-	0	0	0.0	-	0	0	0	0
004898d0	gameplay	FUN_004898d0	50	1	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
004c3270	render	sub_004c3270	50	2	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
005a6e10	audio	FUN_005a6e10	50	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	ambiguous	1	0	0	0
0041f1e0	util	FUN_0041f1e0	51	1	cdecl	3	int	-	0	low	1	-	0	0	0.0	-	1	1	1	0
0041f220	gameplay	FUN_0041f220	51	1	cdecl	2	int	-	0	low	1	-	0	0	0.0	-	1	0	1	0
004223b0	render	FUN_004223b0	51	1	cdecl	2	int	-	0	low	0	-	0	0	1.0	-	1	0	0	0
004d52d0	render	FUN_004d52d0	51	0	cdecl	2	int	-	0	low	0	-	0	0	0.0	ok-asc	1	1	1	0
00485e10	particle	FUN_00485e10	52	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	3	0
00490490	render	FUN_00490490	52	1	cdecl	0	int	-	0	low	0	-	0	0	1.0	-	1	1	3	0
00493bc0	util	FUN_00493bc0	52	0	stdcall	4	int	-	0	low	0	Win32	0	0	0.0	-	0	0	1	0
00495150	input	FUN_00495150	52	3	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
0049e580	particle	FUN_0049e580	52	0	cdecl	0	int	-	0	low	0	Win32	0	0	0.0	-	1	1	1	0
004b71c0	render	FUN_004b71c0	52	2	cdecl	3	int	-	0	low	0	-	0	1	1.0	-	0	0	0	0
004d8090	render	FUN_004d8090	52	0	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	0	0	0	0
005a6070	audio	FUN_005a6070	52	0	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
005b7880	audio	FUN_005b7880	52	4	cdecl	3	int	-	0	low	0	-	0	0	0.0	ambiguous	0	0	0	0
005beaa0	audio	FUN_005beaa0	52	1	stdcall	2	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
005bef20	audio	FUN_005bef20	52	1	stdcall	2	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
00452f30	gameplay	FUN_00452f30	53	2	fastcall/thiscall	0	void	-	0	low	0	-	0	0	0.0	-	1	0	3	0
0049e5c0	particle	FUN_0049e5c0	53	1	cdecl	0	int	-	0	low	0	Win32	0	0	0.0	-	1	1	1	0
005adef0	audio	FUN_005adef0	53	0	cdecl	3	int	-	0	low	0	-	0	0	0.0	ok-asc	0	0	0	0
00403660	boot	FUN_00403660	54	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
00442600	util	CameraPath::InitForTrack	54	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	ok-asc	1	1	1	0
004c76f0	render	FUN_004c76f0	54	0	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
004c7860	render	FUN_004c7860	54	0	cdecl	4	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
00556ce0	hud	FontSys_ShutdownBuffers	54	1	cdecl	0	int	-	0	low	0	-	0	0	1.0	-	1	1	3	0
00456c30	gameplay	FUN_00456c30	55	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	0	3	0
00496370	input	FUN_00496370	55	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
004d1d70	render	FUN_004d1d70	55	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
004dba60	render	FUN_004dba60	55	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	1	1	1	0
005ad6f0	audio	FUN_005ad6f0	55	2	fastcall/thiscall	1	int	-	0	low	0	-	0	0	0.0	ok-asc	1	1	2	0
005ad730	audio	FUN_005ad730	55	2	fastcall/thiscall	2	int	-	0	low	0	-	0	0	0.0	ok-asc	1	1	2	0
005ae470	audio	FUN_005ae470	55	1	fastcall/thiscall	1	void	-	0	low	0	-	0	0	0.0	ok-asc	1	0	0	0
004778e0	render	FUN_004778e0	56	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
004b7140	input	FUN_004b7140	56	1	cdecl	2	int	-	0	low	0	-	0	0	0.0	ok-asc	1	0	0	0
005ab1c0	audio	FUN_005ab1c0	56	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
0049e600	particle	FUN_0049e600	57	2	stdcall	0	int	-	0	low	0	-	0	0	0.0	-	1	1	0	0
004b4cd0	util	Bezier::QueryWrapper	57	1	cdecl	4	int	-	0	low	1	-	0	0	0.0	ok-asc	0	0	0	0
004b4e70	render	FUN_004b4e70	57	1	cdecl	4	int	-	0	low	1	-	0	0	0.0	ok-asc	0	0	0	0
004e66d0	render	RpClumpForAllAtomics	57	0	cdecl	4	int	-	0	low	0	-	0	0	0.0	ambiguous	1	0	0	0
00429620	hud	FUN_00429620	58	2	cdecl	0	float	-	0	low	1	-	0	0	0.0	-	0	0	4	0
00454130	render	FUN_00454130	58	0	cdecl	0	int	-	0	low	0	-	0	0	0.0	flag	1	0	2	0
00475f50	render	FUN_00475f50	58	1	cdecl	1	float	-	0	low	1	-	0	0	0.0	-	0	0	3	0
0049d200	particle	FUN_0049d200	58	1	stdcall	0	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
005a9ff0	audio	FUN_005a9ff0	58	1	cdecl	4	int	-	0	low	0	-	0	0	0.0	ambiguous	0	0	0	0
005aca40	audio	FUN_005aca40	58	1	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	0	0	0	0
0041d830	hud	FUN_0041d830	59	3	fastcall/thiscall	0	void	-	0	low	0	-	0	0	0.0	-	1	1	4	0
0047a0f0	track	FUN_0047a0f0	59	2	cdecl	3	int	-	0	low	0	-	0	0	0.0	-	0	1	2	0
00485420	vehicle	FUN_00485420	59	2	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	0	0
00490fb0	render	FUN_00490fb0	59	0	cdecl	6	int	-	0	low	0	-	0	0	0.0	-	0	1	6	0
00491030	render	FUN_00491030	59	0	cdecl	6	int	-	0	low	0	-	0	0	0.0	-	0	1	6	0
004b4b20	render	FUN_004b4b20	59	1	cdecl	5	int	-	0	low	1	-	0	0	0.0	ok-asc	0	0	0	0
004c7a20	render	FUN_004c7a20	59	0	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
004d8430	render	rwID_ERRORMODULE_ctor	59	0	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	3	0
004b4280	render	FUN_004b4280	60	1	cdecl	5	int	-	0	low	0	-	0	0	0.0	-	0	0	0	0
005aa7a0	audio	FUN_005aa7a0	60	2	cdecl	2	int	-	0	low	0	-	0	0	0.0	ambiguous	1	0	0	0
004b7570	input	FUN_004b7570	61	1	cdecl	3	int	-	0	low	0	-	0	0	1.0	ambiguous	1	0	0	0
005a7520	audio	FUN_005a7520	61	3	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	0	0	0
005be1b0	audio	FUN_005be1b0	61	3	stdcall	3	int	-	0	low	0	-	0	0	0.0	-	1	0	1	0
005bf6d0	audio	FUN_005bf6d0	61	1	stdcall	3	int	-	0	low	0	-	0	0	0.0	-	1	0	1	0
004058e0	gameplay	FUN_004058e0	62	1	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
004417e0	util	FUN_004417e0	62	1	cdecl	4	int	-	0	low	1	-	0	0	0.0	-	1	0	0	0
004c2c90	render	FUN_004c2c90	62	0	cdecl	3	int	-	0	low	0	-	0	0	0.0	ambiguous	1	0	0	0
00472ad0	render	FUN_00472ad0	63	1	cdecl	6	int	-	0	low	0	-	0	0	0.0	-	0	0	0	0
005af740	audio	FUN_005af740	63	2	cdecl	2	int	-	0	low	0	Win32	0	0	0.0	-	1	0	1	0
005b92e0	audio	FUN_005b92e0	63	1	cdecl	2	int	-	0	low	0	-	0	0	0.0	-	1	1	0	0
00413a00	render	FUN_00413a00	64	1	fastcall/thiscall	1	int	-	0	low	0	-	0	0	0.0	-	1	1	3	0
00413f50	hud	FUN_00413f50	64	1	cdecl	0	int	-	0	low	0	-	0	0	0.0	-	1	1	2	0
004b7960	input	FUN_004b7960	64	1	cdecl	4	int	-	0	low	0	-	0	0	0.0	-	0	0	0	0
004c59c0	render	FUN_004c59c0	64	0	cdecl	4	int	-	0	low	0	-	0	0	0.0	ok-asc	1	0	0	0
