rva	sub	name	lane	size	n_callees	n_blocking	blocking	arg_hint	n_callers_c2plus	notes
0049de60	particle	FUN_0049de60	indirect-dispatch	15	0	0		stack,ecx-this,eax-deref	0	batch_ad s3 C1->C2; MSVC adjustor thunk this-8 vtable[0]
005b8080	audio	FUN_005b8080	indirect-dispatch	15	0	0		stack,eax-deref	1	batch_y s6 audio stream + codec pipeline (EA-XA + IMA ADPCM); main audio backend body 0x005a6030..0x005b81fe | C1->C2 batch_ah sweep-20260602-0245
0045db50	util	FUN_0045db50	indirect-dispatch	16	0	0		stack,eax-deref	0	float slider DAT_0068fc8c: dir0=dec/1=inc/2=zero/3=fast-dec; clamp [0.0,1.0]; sibling FUN_0045dbe0; U-3483
0049de70	particle	FUN_0049de70	indirect-dispatch	16	0	0		stack,ecx-this,eax-deref	0	batch_ad s3 C1->C2; MSVC adjustor thunk this-8 vtable[1] (+4)
0049de80	particle	FUN_0049de80	indirect-dispatch	16	0	0		stack,ecx-this,eax-deref	0	batch_ad s3 C1->C2; MSVC adjustor thunk this-8 vtable[2] (+8)
0042a470	render	FUN_0042a470	indirect-dispatch	17	0	0		stack,eax-deref	3	platform-prefixed path builder; switch(param_3){1=no-prefix,2=ps2/,3=xbox/,4=pc/,5=gamecube/}; appends prefix+filename to static buf DAT_0067daa8 via vtable+0xc
004d6910	render	FUN_004d6910	indirect-dispatch	17	0	0		stack,eax-deref	1	render-context state getter: 30-case switch on enum 1..0x1e reading DAT_007d6b*/6ae*/6bf* fields; case 2 checks DAT_007d6b34==6b38; returns 1 on match 0 on defa
005bf670	audio	FUN_005bf670	indirect-dispatch	17	0	0		stack	5	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
0040ab40	util	FUN_0040ab40	indirect-dispatch	18	0	0		eax-deref	0	state-machine dispatcher on DAT_008a9584; 4 inner switch vars; calls FUN_00409970/409930/42c1a0/45b350; S-1600 S-1601 S-1602; U-1607
0040ac80	util	FUN_0040ac80	indirect-dispatch	18	0	0		eax-deref	0	second dispatcher on same 6-var state cluster (0x008a9584..9598); non-contiguous body; calls FUN_0042c1a0; U-1608
0040acd0	frontend	FUN_0040acd0	indirect-dispatch	18	0	0		eax-deref	1	 | C1->C2 via frontend-oversize-20260525-1740: save-game state-machine dispatcher (6 ops x sub-state ladder); plate at re/analysis/frontend_c1_to_c2_followup_ma
004274e0	frontend	FUN_004274e0	indirect-dispatch	18	0	0		eax-deref	0	LOC_FN; switch lang->filename; U-0869; S-0860 S-0861 S-0862; skeleton_prep_s3
00429240	frontend	FUN_00429240	indirect-dispatch	18	0	0		-	1	switch(DAT_0067d960): 0->FUN_00428a30 1->FUN_00428bf0 3->FUN_00428d30; __fastcall param_1; U-4197
00499cc0	boot	sub_00499cc0	indirect-dispatch	18	0	0		-	1	depth-2 of FUN_00492370; DestroyWindow(DAT_007e9584); returns DAT_007e95a8; U-3870 (DAT_007e95a8 producer unknown)
005b1080	audio	FUN_005b1080	indirect-dispatch	18	0	0		stack,eax-deref	2	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
0049f210	particle	FUN_0049f210	indirect-dispatch	19	0	0		ecx-this,eax-deref	1	U-4163 S-4285; sets vtable[0]=PTR@0x005d0f94; vtable[+8] Release on param_1[2]+0x0c
004cc4f0	render	FUN_004cc4f0	indirect-dispatch	19	0	0		stack,eax-deref	1	RW chunk type validator: switch 1 for valid RW types {5..0x1a subset}; leaf; 1 caller FUN_004cc400 | batch-render-5-s1 plate at re/analysis/render_5_c1_to_c2_s1
0042fab0	frontend	FUN_0042fab0	indirect-dispatch	20	0	0		stack,eax-deref	4	batch_z s6 HUD/frontend/race-state core (HUD-glyph emitter + per-player score aggregation + menu input + copter asset loader + race state machine + screen-dim f
005aefa0	audio	FUN_005aefa0	indirect-dispatch	21	0	0		stack	1	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
00423670	ai	FUN_00423670	indirect-dispatch	22	0	0		eax-deref	1	spline editor input handler: runtime point insert/delete; snaps XZ to vehicle-0 pos; saves/clears AI data; nav keys cycle type/index/point; calls FUN_00423540 o
0049c6b0	particle	FUN_0049c6b0	indirect-dispatch	22	0	0		stack	0	batch-ad-s1 C1->C2: stores param_2 at *param_1 then EnterCriticalSection(param_2); U-4037
00550d80	util	RtFSHandler::Close	indirect-dispatch	22	0	0		stack,eax-deref	0	piz_fsmanager_handler vtable+0x2c; slot[+0x20]=1; CloseHandle([0x005cc088]) on slot[+0x40]; see re/analysis/piz_fsmanager_handler/REPORT.md
00556ca0	hud	FUN_00556ca0	indirect-dispatch	22	0	0		stack,eax-deref	4	vtable-dispatch thunk 21B; tail-jmp *(param_1+0x138)(); Ghidra indirect-jmp artifact at 0x00556cb0; U-5674 U-5675; batch-ae-s5
005af430	audio	FUN_005af430	indirect-dispatch	22	0	0		stack,ecx-this,eax-deref	1	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
00458630	frontend	FUN_00458630	indirect-dispatch	23	0	0		stack,eax-deref	2	"powerup-type→name lookup; 14-case switch on int param_1; calls FUN_004c5c00(DAT_0068b9ac name); cases 2/16=""flamethrower"" 6/c/d=""mine"" 7=""mortar"" 9=""machinegun"""
00551290	util	RtFSHandler::Destroy	indirect-dispatch	23	0	0		stack,eax-deref	0	piz_fsmanager_handler vtable+0x18; replaces arg with slot_array; tail-calls RW free via DAT_007d3ff8+0x10c; see re/analysis/piz_fsmanager_handler/REPORT.md
005af470	audio	FUN_005af470	indirect-dispatch	24	0	0		stack,eax-deref	1	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
004921b0	render	FUN_004921b0	indirect-dispatch	25	0	0		eax-deref	0	batch-render-2-s6 plate at re/analysis/render_2_c1_to_c2_s6/FUN_004921b0.md spark render dispatch vtable[0x48] if active>0; U-4631
0049d080	util	FUN_0049d080	indirect-dispatch	25	0	0		-	0	fastcall; timeGetTime()-param_1[0x158]→overwrites param_1[0x158]; elapsed-duration helper; U-0672 U-0673
00419a00	gameplay	FUN_00419a00	indirect-dispatch	26	0	0		eax-deref	1	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 mis
0045c880	gameplay	FUN_0045c880	indirect-dispatch	26	0	0		stack,eax-deref	1	batch_y s1 powerup-bezier-adjacent + per-player-audio-slot-subdomain; gameplay effect/audio glue around player slots | C1->C2 batch_an sweep-20260603-1259
00424270	frontend	FUN_00424270	indirect-dispatch	27	0	0		stack,eax-deref	0	C1->C2 batch-frontend-s3 2026-05-25; 14-case rank-sort dispatcher; void(int*,int,int); 14 stat-getter callees + bubble-sort + team-collapse + dedup; caller: FUN
004d7480	render	FUN_004d7480	indirect-dispatch	27	0	0		stack,ecx-this	1	render-state dispatcher; switch(param_1) cases 1..0x1e; routes to ~18 helper setters; D3D9 vtable DAT_007d4110; dirty-state byte queue DAT_007d5168[DAT_007d6c14
0045bac0	powerups	PowerupSlotDeactivate	indirect-dispatch	28	0	0		eax-deref	3	ESI=slot ptr; vtable+0x10 on slot+0xa8; zeroes slot+0xa8 and slot+0xac; 27 bytes | C1->C2 batch_aj sweep-20260602-1945
0049eca0	particle	FUN_0049eca0	indirect-dispatch	28	0	0		stack	0	U-4152 S-4274; CoCreateInstance wrapper; CLSID@0x005d0c2c IID@0x005d0b2c CLSCTX_INPROC_SERVER=1
004c7600	render	FUN_004c7600	indirect-dispatch	28	0	0		stack,eax-deref	1	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4
005bc900	audio	FUN_005bc900	indirect-dispatch	28	0	0		stack	4	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
0049f2e0	particle	FUN_0049f2e0	indirect-dispatch	29	0	0		stack,ecx-this,eax-deref	0	U-4165 S-4287; zeroes +0x04; vtable[+0x10] on *(+0x08); stores result at +0x0c
004c7a70	render	_rwDeviceSystemFn	indirect-dispatch	29	0	0		stack,eax-deref	0	D3D_INIT_FN switch 23 cases rwDEVICESYSTEM_*; IDirect3D9* 007d4108; IDirect3DDevice9* 007d4110; ATI/R300 vendor-workaround 0x1002/0x5157; render_c0_promote_c-20
00451cc0	gameplay	FUN_00451cc0	indirect-dispatch	30	0	0		stack,eax-deref	0	batch_y s1 powerup-bezier-adjacent + per-player-audio-slot-subdomain; gameplay effect/audio glue around player slots | C1->C2 batch_am sweep-20260603-0427
004770a0	render	FUN_004770a0	indirect-dispatch	30	0	0		stack,eax-deref	19	batch-render-s6 C1->C2 2026-05-25; batch render dispatcher; guard plugin_data+4!=0 then vtable+0x48; 19 callers; U-4450
004960e0	boot	sub_004960e0	indirect-dispatch	30	0	0		stack,ecx-this,eax-deref	1	WM_ACTIVATE handler: vtable dispatch on DAT_00772fb8; activate->vtable[+0x1c](); deactivate->vtable[+0x20](obj); U-0648 carried (vtable target identities requir
004cbb00	render	FUN_004cbb00	indirect-dispatch	30	0	0		stack,ecx-this,eax-deref	0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s6
005af300	audio	FUN_005af300	indirect-dispatch	30	0	0		stack,ecx-this,eax-deref	1	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
005bfb90	audio	FUN_005bfb90	indirect-dispatch	30	0	0		stack,ecx-this	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
0045c720	audio	FUN_0045c720	indirect-dispatch	31	0	0		stack,ecx-this	0	,music track pointer setter; switch route-type 0-5 → 6 table bases at 005fd190/5fe268/5ff340/600418/6014f0/6025c8; stride 0x2c; depth-1-fill | C1->C2 batch_ah s
0049cb00	particle	FUN_0049cb00	indirect-dispatch	32	0	0		-	1	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
005a9e40	audio	FUN_005a9e40	indirect-dispatch	32	0	0		stack	4	audio output node vtable attach: null-guards +0x3c fn-ptr; calls (*fnptr)(0,param_2); returns param_1 or 0; D-7393 | C1->C2 batch_ah sweep-20260602-0245
005bfa20	audio	FUN_005bfa20	indirect-dispatch	32	0	0		stack,ecx-this,eax-deref	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
0048a430	particle	FUN_0048a430	indirect-dispatch	33	0	0		stack,ecx-this,eax-deref	0	batch-ac-s3: C1->C2 mechanical; U-3973; no new stubs (indirect call only)
004d1020	render	FUN_004d1020	indirect-dispatch	33	0	0		ecx-this,eax-deref	0	RwRasterSetPixels dispatch; switch on camera type 0/4=lock+write(32/16/8bpp)+unlock; 1=depth SetScissorRect; 2=fill; 5=cube-face blit; palette search on 8bpp; c
005aeed0	audio	FUN_005aeed0	indirect-dispatch	33	0	0		stack,eax-deref	2	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
004cbb20	render	FUN_004cbb20	indirect-dispatch	34	0	0		stack,ecx-this,eax-deref	1	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s6
004d8770	render	RwStringGetSizeAligned	indirect-dispatch	34	0	0		stack,eax-deref	2	null→DAT_005d8d70; vtable+0xf4 strlen (confirmed=_strlen); (len+4)&~3; prior: bucket_004d7ac0/0x004d8770.md
005a61b0	audio	FUN_005a61b0	indirect-dispatch	34	0	0		stack,ecx-this,eax-deref	4	batch_y s6 audio stream + codec pipeline (EA-XA + IMA ADPCM); main audio backend body 0x005a6030..0x005b81fe | C1->C2 batch_ah sweep-20260602-0245
005adf60	audio	FUN_005adf60	indirect-dispatch	34	0	0		stack,eax-deref	1	batch_x s5 audio-channel-meta-cluster; per-channel state + mixer callbacks around the central audio object at DAT_007dca34 | C1->C2 batch_ah sweep-20260602-0245
00418db0	render	FUN_00418db0	indirect-dispatch	35	0	0		eax-deref	1	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 mis
0041c2d0	hud	FUN_0041c2d0	indirect-dispatch	35	0	0		eax-deref	2	4-vtable EAX-thiscall dispatcher; dispatches EAX[3/1/0/2]+vtable[0x48] unconditional; 34 bytes; shared by HudDispatchMode10 and HudDispatchMode5; [drift-promote
004c5770	render	FUN_004c5770	indirect-dispatch	35	0	0		stack,ecx-this,eax-deref	2	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3
004c5dd0	render	FUN_004c5dd0	indirect-dispatch	35	0	0		stack,eax-deref	0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3
004d1640	render	FUN_004d1640	indirect-dispatch	35	0	0		stack,eax-deref	1	D3D raster format negotiation; switch on type 0/4=tex/normal(CheckDeviceFormat fallback chain 0x29/0x15/0x1a/0x16) 1=zbuf(0x700/0x900) 2=camera(cap table) 5=cam
005af200	audio	FUN_005af200	indirect-dispatch	35	0	0		stack,eax-deref	4	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
0045b9d0	powerups	FUN_0045b9d0	indirect-dispatch	36	0	0		-	0	per-frame render dispatch: table +0x24; called from FUN_004111c0 | C1->C2 batch_aj sweep-20260602-1945
004c7620	render	FUN_004c7620	indirect-dispatch	36	0	0		stack,eax-deref	0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4
004c79f0	render	FUN_004c79f0	indirect-dispatch	36	0	0		stack,ecx-this	1	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4
004cb2c0	render	FUN_004cb2c0	indirect-dispatch	36	0	0		stack,ecx-this	0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s5
0049ff30	particle	FUN_0049ff30	indirect-dispatch	37	0	0		stack	1	batch-ad-s6 C1->C2 mechanical decomp; U-4193
00412100	render	FUN_00412100	indirect-dispatch	38	0	0		eax-deref	1	batch_t s1 MULTI[copters-helicopter-npcs,projectile-smoke,ai-pathfinding,led-loader,score-rank,hud-vfx] | C1->C2 batch_al sweep-20260603-0334 | reclass gameplay
004c3d60	render	FUN_004c3d60	indirect-dispatch	38	0	0		stack,eax-deref	2	RW engine vtable matrix dispatch: calls *(DAT_007d3ffc+8+DAT_007d3ff8)(out,in1,in2); returns param_1; 0x25 bytes; leaf; clears S-1963; U-3582 U-3583 | batch-ren
004c3dc0	render	FUN_004c3dc0	indirect-dispatch	38	0	0		stack,eax-deref	1	,render-path fn-C dispatcher: 3-arg trampoline through *(DAT_007d3ffc+0x10+DAT_007d3ff8); default→FUN_004c3880 (Vec3TransformVector); returns param_1 | batch-re
005b10a0	audio	FUN_005b10a0	indirect-dispatch	38	0	0		stack,ecx-this,eax-deref	2	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
005b10e0	audio	FUN_005b10e0	indirect-dispatch	38	0	0		stack,ecx-this,eax-deref	2	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
0049cc40	particle	FUN_0049cc40	indirect-dispatch	39	0	0		stack	3	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
0049f1e0	particle	FUN_0049f1e0	indirect-dispatch	40	0	0		stack,ecx-this,eax-deref	1	U-4162 S-4284; same as FUN_0049f1b0 but no FUN_004a2730 call; vtable[+0x14]+[+0x18] on *(+0x0c); stores at +0x10/+0x08; zeroes +0x04
004c76c0	render	FUN_004c76c0	indirect-dispatch	40	0	0		stack,eax-deref	0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4
00483a40	vehicle	FUN_00483a40	indirect-dispatch	41	0	0		stack,ecx-this	1	 | C1->C2 batch_ak sweep-20260603-0116,Replay::Free; vtable free on *(+0x14) then self; returns 0; resolves S-1562 D-4602
0049c900	particle	FUN_0049c900	indirect-dispatch	41	0	0		-	0	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
0049ff60	particle	FUN_0049ff60	indirect-dispatch	41	0	0		stack	1	batch-ad-s6 C1->C2 mechanical decomp; U-4194
004cb840	render	FUN_004cb840	indirect-dispatch	41	0	0		stack,ecx-this,eax-deref	2	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s6
004cd550	render	FUN_004cd550	indirect-dispatch	41	0	0		stack,ecx-this	0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-rende
00550950	audio	FUN_00550950	indirect-dispatch	41	0	0		stack,ecx-this,eax-deref	2	RWS stream read dispatch; vtable+0x30; fread-style(buf,size,count,stream); U-0988; D-0342 [merged-from-dup: file-read vtable wrapper; *(*(param_4+0x38)+0x30)(ds
005ab040	util	FUN_005ab040	indirect-dispatch	41	0	0		stack	5	QPC/timeGetTime dispatcher; DAT_007dce00==1→QPC.LowPart else timeGetTime(); U-0674 U-0675 | C1->C2 straggler-mopup: timer dispatcher `DAT_007dce00==1 ? QPC.LowP
004cde20	render	FUN_004cde20	indirect-dispatch	42	0	0		stack,ecx-this	1	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-rende
004d0660	render	FUN_004d0660	indirect-dispatch	42	0	0		stack,eax-deref	0	"raster blit dispatch; routes by dst type (DAT_007d46c8+0x20 & 7) and src type (param_1+0x20 & 7); cases 0/4→FUN_004d0d00; cases 2/5→FUN_004d07b0; error ""SRC_DST"
0049d240	util	FUN_0049d240	indirect-dispatch	43	0	0		eax-deref	0	fastcall; vtable call at *param_1+0xb4 then timeGetTime()→param_1[0x3f]; timestamp-save not frame-delta; U-0670 U-0671
004c3d90	render	FUN_004c3d90	indirect-dispatch	43	0	0		stack,ecx-this	20	42b dispatch shim; *(DAT_007d3ffc+0xc+DAT_007d3ff8)(p1..p4); returns p1; D-5754 track_loader_d4-20260506-2007 | batch-render-4-s1 plate at re/analysis/render_4_
005bc020	audio	FUN_005bc020	indirect-dispatch	43	0	0		stack,ecx-this,eax-deref	2	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
005bd610	audio	FUN_005bd610	indirect-dispatch	43	0	0		ecx-this,eax-deref	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
0049d1d0	particle	FUN_0049d1d0	indirect-dispatch	44	0	0		ecx-this	2	batch_ad s3 C1->C2; fastcall sleep helper field +0xf0 / 10000
005ad080	audio	FUN_005ad080	indirect-dispatch	44	0	0		stack	4	batch_x s5 audio-channel-meta-cluster; per-channel state + mixer callbacks around the central audio object at DAT_007dca34 | C1->C2 batch_ah sweep-20260602-0245
00484280	debug-overlay	FUN_00484280	indirect-dispatch	45	0	0		eax-deref	0	cluster_0048_first_pass batch_u-s4; debug-overlay enqueue at 006cf078[006cf880] guarded by flags 006cfc98/9c | C1->C2 batch_aj sweep-20260602-1945
004d8060	render	FUN_004d8060	indirect-dispatch	45	0	0		stack	9	RW plugin list destructor callback dispatch: walks param_1+0x14 list; calls fn ptr at node+0x24 with (param_2 *node node[1]); advance via node+0x34; returns par
005bbf30	audio	FUN_005bbf30	indirect-dispatch	45	0	0		stack,ecx-this,eax-deref	5	COM Release x3: vtable+0x8 on param_1[0] param_1[1] param_1[2]; clears S-0352 | C1->C2 batch_ai sweep-20260602-0347
004c5860	render	FUN_004c5860	indirect-dispatch	47	0	0		stack,eax-deref	1	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3
005a6d90	audio	FUN_005a6d90	indirect-dispatch	47	0	0		stack,ecx-this,eax-deref	1	indirect dispatch via 8-byte fn-ptr table at param_1[1]+8 (vs FUN_005a6d60 at param_1[1]+4); same entry layout+return pattern; param_3 unused; U-3689 | C1->C2 b
005af230	audio	FUN_005af230	indirect-dispatch	47	0	0		stack,eax-deref	1	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
005b81d0	audio	FUN_005b81d0	indirect-dispatch	47	0	0		stack	1	batch_y s6 audio stream + codec pipeline (EA-XA + IMA ADPCM); main audio backend body 0x005a6030..0x005b81fe | C1->C2 batch_ah sweep-20260602-0245
0046be50	gameplay	FUN_0046be50	indirect-dispatch	48	0	0		stack	2	batch_y s2 MIXED gameplay: vehicle-physics-core (0x00466100..0x0046dd90) + scripted-entity-bytecode (0x00471430..0x00474890) + scenery-actor-pool + WorldDestroy
004cbad0	render	FUN_004cbad0	indirect-dispatch	48	0	0		stack,ecx-this,eax-deref	1	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s6
004d5310	render	FUN_004d5310	indirect-dispatch	48	0	0		stack,eax-deref	2	RW pipeline object destroy: vtable+0x64 on DAT_007d3ff8; on success sets flag+0x22 bit 0 if *param_2 & 2; symmetric to FUN_004d52d0 | C1->C2 batch-render-6-s1
005a6d60	audio	FUN_005a6d60	indirect-dispatch	48	0	0		stack,ecx-this,eax-deref	26	indirect dispatch via 8-byte fn-ptr table; ECX=*(param_1[1]+4)+param_2*8; entry={fptr,word16}; calls fn(*param_1,word16,param_4); returns param_1 or 0; param_3 
0049fc80	particle	FUN_0049fc80	indirect-dispatch	49	0	0		ecx-this,eax-deref	1	batch-ad-s6 C1->C2 mechanical decomp; U-4190
