rva	subsystem	name	notes
004d8b70	render	rwID_RESOURCESMODULE_dtor	plugin id=0x40b; dtor: drain arena via FUN_004d8eb0; free buffer via vtable+0x10c; DEC DAT_00911adc; LAB_ not FUN_; U-5388 U-5389
004d8eb0	render	RwResourcesDrainArena	drains doubly-linked resource list; calls dtor cb+back-ref clear+free or relink; resets list heads; returns 1; U-5378 U-5379; prior: bucket_004d7ac0/0x004d8eb0.md
004d8fa0	render	rwID_CHUNKGROUPMODULE_ctor	plugin id=0x412; size=4; ctor: alloc via FUN_004cc9e0 type=0x40412 size=4; INC DAT_007d6c68; LAB_ not FUN_; U-5390 U-5391 U-5392
004d9050	render	FUN_004d9050	C1->C2 batch-render-6-s5 2026-05-26; plate: re/analysis/bucket_004d7ac0/0x4d9050.md; U-5400
004d9360	render	FUN_004d9360	C1->C2 batch-render-6-s5 2026-05-26; plate: re/analysis/bucket_004d7ac0/0x4d9360.md; U-5401
004d94a0	render	FUN_004d94a0	C1->C2 batch-render-6-s5 2026-05-26; plate: re/analysis/bucket_004d7ac0/0x4d94a0.md; U-5402
004d9530	render	FUN_004d9530	C1->C2 batch-render-6-s5 2026-05-26; plate: re/analysis/bucket_004d7ac0/0x4d9530.md; U-5403
004d9a60	render	FUN_004d9a60	C1->C2 batch-render-6-s5 2026-05-26; plate: re/analysis/bucket_004d7ac0/0x4d9a60.md; U-5404
004d9ba0	render	FUN_004d9ba0	C1->C2 batch-render-6-s5 2026-05-26; plate: re/analysis/bucket_004d7ac0/0x4d9ba0.md; U-5405
004d9d00	render	FUN_004d9d00	C1->C2 batch-render-6-s5 2026-05-26; plate: re/analysis/bucket_004d7ac0/0x4d9d00.md; U-5406
004d9ee0	render	FUN_004d9ee0	C1->C2 batch-render-6-s5 2026-05-26; plate: re/analysis/bucket_004d7ac0/0x4d9ee0.md; U-5407
004da000	render	FUN_004da000	C1->C2 batch-render-6-s5 2026-05-26; plate: re/analysis/bucket_004d7ac0/0x4da000.md; U-5408
004da270	render	FUN_004da270	C1->C2 batch-render-6-s5 2026-05-26; plate: re/analysis/bucket_004d7ac0/0x4da270.md; U-5409
004da430	render	FUN_004da430	C1->C2 batch-render-6-s5 2026-05-26; plate: re/analysis/bucket_004d7ac0/0x4da430.md; U-5410
004da480	render	FUN_004da480	C1->C2 batch-render-6-s5 2026-05-26; plate: re/analysis/bucket_004d7ac0/0x4da480.md; U-5411
004da4f0	render	FUN_004da4f0	rw-palette-quantizer; per-pixel paletted emission; 4-bpp/8-bpp/32-bpp paths; octree descent via FUN_004daa00; LUT at DAT_007d6c98
004daa40	render	FUN_004daa40	rw-palette-quantizer init; builds bit-spread LUT at DAT_007d6c98; allocs arena via FUN_004cc7f0(0x5c,0x400,4,0x30411); allocs root node via vtable+0x118
004daaf0	render	FUN_004daaf0	rw-palette-quantizer teardown; walks 16 children depth-first via FUN_004dab70; vtable+0x11c free; FUN_004cc9f0 arena destroy
004dab70	render	FUN_004dab70	rw-palette-quantizer recursive tree-free; 16 children at +0x1c; vtable+0x11c free per node; arena at +0x4004
004dabd0	render	FUN_004dabd0	rw-image-resample; 32bpp bilinear-area resampler; Q16.16 fixed-point step; per-row/col via FUN_004daff0; clamps 8bpp output
004daff0	render	FUN_004daff0	rw-image-resample inner loop; integrates column-span Q16.16 footprint; first/last partial subpixel weighting; 4-float accumulator
004db2e0	render	FUN_004db2e0	rw-image-resample outer shell; alloc 32bpp dst; intermediate for non-32bpp src; converts then resizes via FUN_004dabd0; U-5425
004db3e0	render	FUN_004db3e0	render-d3d9-vb-ib create; VB=0x40000 if mem>8MB vtable+0x68; IB 20000 D3DFMT_INDEX16 vtable+0x6C; S-0702 S-0703 D-2020
004db550	render	FUN_004db550	render-d3d9-vb-ib teardown; FUN_004cba80(DAT_007d70ac); vtable+8 Release DAT_007d70a0 (guarded DAT_007d7098); Release DAT_007d70a8; U-1169
004db770	render	FUN_004db770	rw-d3d9-fvf-stream-setup; set stream0; clear IB/FVF; RS 0x88/0x89; 4 or 6 element vertex decl via FUN_004d6e60; stride 0x1c; U-5426
004dba60	render	FUN_004dba60	rw-d3d9-immediate-draw; ring-VB Lock/Unlock; DrawPrimitive vtable+0x144; prim-count switch 1-5; NOOVERWRITE/DISCARD; stride 0x1c; U-5427
004dc160	render	FUN_004dc160	rw-d3d9-matrix-batch; N×Vec3 × 4x4 matrix with translation; output stride 0xc; dual align-path; U-5428
004dc1f0	render	FUN_004dc1f0	rw-d3d9-matrix-batch; N×Vec3 × 3x3 matrix no translation; output stride 0xc; same shape as 004dc160
004dc280	render	FUN_004dc280	rw-d3d9-matrix-single; single Vec3 × 4x4 matrix with translation; returns 3-float result at param_1
004dcaa0	render	FUN_004dcaa0	,VB cache/create: walk slot list DAT_007d70c0; reuse matching slot or alloc new; IDirect3DDevice9::CreateVertexBuffer vtbl+0x68; D3DUSAGE_DYNAMIC|WRITEONLY=0x208; callee of FUN_004dc9e0
004dcdc0	render	FUN_004dcdc0	,4-pool teardown: release COM VB/IB objects; drain linked lists DAT_007d70b0/c0; FreeList destroy 4 pools DAT_007d70b4/b8/bc/c4 via FUN_004cc9f0; counterpart to FUN_004dcd50
004df9b0	render	FUN_004df9b0	batch_v s3 renderware-d3d9-driver; rwimage-raster-format-conv + rwheap-allocator + csl-pipeline-nodes + rpgeometry/rpworld/rpatomic stream-codec + d3d9-vertex-decl-build | C1->C2 batch-render-7-s3
004dfa10	render	FUN_004dfa10	batch_v s3 renderware-d3d9-driver; rwimage-raster-format-conv + rwheap-allocator + csl-pipeline-nodes + rpgeometry/rpworld/rpatomic stream-codec + d3d9-vertex-decl-build | C1->C2 batch-render-7-s3
004dfa40	render	FUN_004dfa40	batch_v s3 renderware-d3d9-driver; rwimage-raster-format-conv + rwheap-allocator + csl-pipeline-nodes + rpgeometry/rpworld/rpatomic stream-codec + d3d9-vertex-decl-build | C1->C2 batch-render-7-s3
004dfa70	render	FUN_004dfa70	batch_v s3 renderware-d3d9-driver; rwimage-raster-format-conv + rwheap-allocator + csl-pipeline-nodes + rpgeometry/rpworld/rpatomic stream-codec + d3d9-vertex-decl-build | C1->C2 batch-render-7-s3
004dfaa0	render	FUN_004dfaa0	batch_v s3 renderware-d3d9-driver; rwimage-raster-format-conv + rwheap-allocator + csl-pipeline-nodes + rpgeometry/rpworld/rpatomic stream-codec + d3d9-vertex-decl-build | C1->C2 batch-render-7-s3
004dfab0	render	FUN_004dfab0	batch_v s3 renderware-d3d9-driver; rwimage-raster-format-conv + rwheap-allocator + csl-pipeline-nodes + rpgeometry/rpworld/rpatomic stream-codec + d3d9-vertex-decl-build | C1->C2 batch-render-7-s3
004dfb10	render	FUN_004dfb10	batch_v s3 renderware-d3d9-driver; rwimage-raster-format-conv + rwheap-allocator + csl-pipeline-nodes + rpgeometry/rpworld/rpatomic stream-codec + d3d9-vertex-decl-build | C1->C2 batch-render-7-s3
004dfb60	render	FUN_004dfb60	batch_v s3 renderware-d3d9-driver; rwimage-raster-format-conv + rwheap-allocator + csl-pipeline-nodes + rpgeometry/rpworld/rpatomic stream-codec + d3d9-vertex-decl-build | C1->C2 batch-render-7-s3
004dfbc0	render	FUN_004dfbc0	batch_v s3 renderware-d3d9-driver; rwimage-raster-format-conv + rwheap-allocator + csl-pipeline-nodes + rpgeometry/rpworld/rpatomic stream-codec + d3d9-vertex-decl-build | C1->C2 batch-render-7-s3
004e02d0	render	FUN_004e02d0	batch_v s3 renderware-d3d9-driver; rwimage-raster-format-conv + rwheap-allocator + csl-pipeline-nodes + rpgeometry/rpworld/rpatomic stream-codec + d3d9-vertex-decl-build | C1->C2 batch-render-7-s3
004e1df0	render	FUN_004e1df0	extension chunk drain (error cleanup): FindChunk(type=3)+loop ReadChunkHeader+RwStreamSkip until remaining==0; called on texture create failure in 0x00550130; D-7908
004e4320	render	FUN_004e4320	DAT_007d716c[+0xc] slot setter; cond FUN_004c0e50 on prior slot+4; store param_1 at slot+0xc; skeleton_prep_s5-20260522; callee FUN_004c0e50 C1
004e6680	render	RpClumpRender	64B list-walk: runs guarded vtable[2] destructor + aux-free FUN_004c0ed0 over nodes with flag bit4 at node-0x3e; returns 0 if any destructor failed; intrusive list at param_1+8; C1->C2 frontend-gate-u
004e66d0	render	RpClumpForAllAtomics	56B RpClumpForAllAtomics (named): walks clump atomic list at param_1+8, calls param_2(atomic,param_3) per atomic, early-exit when callback returns 0; saves fwd link pre-callback; C1->C2 frontend-gate-
004ec130	render	FUN_004ec130	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ec720	render	FUN_004ec720	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ec730	render	FUN_004ec730	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ec740	render	FUN_004ec740	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ec750	render	FUN_004ec750	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ec760	render	FUN_004ec760	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ec79d	render	FUN_004ec79d	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ec839	render	FUN_004ec839	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ec8eb	render	FUN_004ec8eb	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ec915	render	FUN_004ec915	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ec9a3	render	FUN_004ec9a3	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ec9cd	render	FUN_004ec9cd	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004eca7c	render	FUN_004eca7c	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ecaab	render	FUN_004ecaab	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ecaee	render	FUN_004ecaee	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ecafb	render	thunk_FUN_004ecaee	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ecb12	render	FUN_004ecb12	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ecb1f	render	thunk_FUN_004ecb12	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ecb36	render	FUN_004ecb36	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ecb43	render	thunk_FUN_004ecb36	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ecb5a	render	FUN_004ecb5a	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ecb67	render	thunk_FUN_004ecb5a	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ecb97	render	FUN_004ecb97	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ecc45	render	FUN_004ecc45	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004ecc6f	render	FUN_004ecc6f	batch_y s3 RW frame/light/world; many plates carry RW-catalog-derived names from the agent (preserved via name_in_ghidra/proposed_name) | C1->C2 via lever3-d3dx9-20260523T120000: D3DX9 PSGP band attes
004f022d	render	FUN_004f022d	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f0307	render	FUN_004f0307	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f07a0	render	FUN_004f07a0	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f07d0	render	FUN_004f07d0	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f0800	render	FUN_004f0800	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f0810	render	FUN_004f0810	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f0900	render	FUN_004f0900	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f0910	render	FUN_004f0910	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f0940	render	FUN_004f0940	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f0970	render	FUN_004f0970	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f0ae0	render	FUN_004f0ae0	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f0bd0	render	FUN_004f0bd0	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f0c10	render	FUN_004f0c10	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f0c50	render	FUN_004f0c50	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f0d80	render	FUN_004f0d80	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f0dc0	render	FUN_004f0dc0	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f0f10	render	FUN_004f0f10	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f10e0	render	FUN_004f10e0	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f1130	render	FUN_004f1130	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f1150	render	FUN_004f1150	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f13d0	render	FUN_004f13d0	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f1800	render	FUN_004f1800	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f1870	render	FUN_004f1870	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f1b00	render	FUN_004f1b00	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f1f00	render	FUN_004f1f00	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f1f90	render	FUN_004f1f90	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f1fb0	render	FUN_004f1fb0	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f2570	render	FUN_004f2570	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f2e70	render	FUN_004f2e70	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f2f90	render	FUN_004f2f90	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f3030	render	FUN_004f3030	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f3150	render	FUN_004f3150	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f3440	render	FUN_004f3440	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f36c0	render	FUN_004f36c0	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f3b00	render	FUN_004f3b00	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f3b60	render	FUN_004f3b60	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f3bc0	render	FUN_004f3bc0	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f3bd0	render	FUN_004f3bd0	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f3be0	render	FUN_004f3be0	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f3cb0	render	FUN_004f3cb0	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f3ce0	render	FUN_004f3ce0	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
004f3d40	render	FUN_004f3d40	batch_z s5 RenderWare 3.x D3D9-backend (quaternion/matrix math + RW driver init/teardown + RpGeometry/RpAtomic NATIVE-D3D9 stream R/W + NvTriStrip strip generator + material-list + D3D9 vertex-format 
