0x004e8fd0	[C1 2026-05-18] Signature `int FUN_004e8fd0(int geom)`. Stream-write-size for RpAtomic-class geometry.
0x004e9010	[C1 2026-05-18] Signature `int FUN_004e9010(int geom)`. Geometry-body serialized-size calculator.
0x004e9080	[C1 2026-05-18] Signature `uint FUN_004e9080(uint geom, undefined4 stream)`. **RpGeometryStreamWrite**-shape.
0x004e9330	[C1 2026-05-18] Signature `int FUN_004e9330(uint stream)`. **RpGeometryStreamRead** counterpart to FUN_004e9080.
0x004e9850	[C1 2026-05-18] Signature `undefined4 FUN_004e9850(int geom)`. RpGeometry full-destroy path.
0x004e98d0	[C1 2026-05-18] Signature `undefined4 FUN_004e98d0(undefined4 stream, int extra_flag)`.
0x004e9910	[C1 2026-05-18] Signature `undefined4 FUN_004e9910(undefined4 stream, int extra_flag)`.
0x004e9950	[C1 2026-05-18] Signature `uint FUN_004e9950(uint stream, undefined4 unused, int geom)`.
0x004e99b0	[C1 2026-05-18] Signature `undefined4 *FUN_004e99b0(undefined4 stream)`. **RpWorldStreamRead** (or…
0x004e9e40	[C1 2026-05-18] Signature `undefined4 *FUN_004e9e40(stream, int *arena_top, int world, uint format_flags)`…
0x004ea220	[C1 2026-05-18] Signature `undefined4 *FUN_004ea220(stream, int *arena_top, int world, uint format_flags)`…
0x004ea9a0	[C1 2026-05-18] Signature `undefined4 FUN_004ea9a0(int sector_or_atomic, int draw_state, int is_morph)`.
0x004eb3c0	[C1 2026-05-18] Pure leaf returning the address of the CSL pipeline-node descriptor: `return…
0x004eb9d0	[C1 2026-05-18] Pure leaf returning the address of the CSL pipeline-node descriptor: `return…
0x004eb9e0	[C1 2026-05-18] Signature `void FUN_004eb9e0(ushort *indices, int count, int *out_range, uint *out_min)`. Pure-leaf…
0x004eba40	[C1 2026-05-18] Signature `void FUN_004eba40(undefined4 array, uint count)`.
0x004ebb00	[C1 2026-05-18] Signature `int FUN_004ebb00(short *out_tris, short *strip, int strip_len, int base_offset)`.
0x004ebc30	[C1 2026-05-18] Signature `void FUN_004ebc30(int sector_or_atomic_inst)`. Tears down a D3D9-instance-data block (the…
