va	file_off	section	encoding	length	text
0x005e1ca4	0x1e1ca4	.rdata	ascii	4	type
0x005e1cac	0x1e1cac	.rdata	ascii	26	undeclared identifier '%s'
0x005e1cc8	0x1e1cc8	.rdata	ascii	6	matrix
0x005e1cd0	0x1e1cd0	.rdata	ascii	6	vector
0x005e1cd8	0x1e1cd8	.rdata	ascii	5	dword
0x005e1ce0	0x1e1ce0	.rdata	ascii	42	'%s': identifier represents a %s, not a %s
0x005e1d20	0x1e1d20	.rdata	ascii	29	'%s': ambiguous function call
0x005e1d40	0x1e1d40	.rdata	ascii	141	'%s': loop control variable used outside for-loop scope conflicts with a previous declaration in the outer scope; most recent definition used
0x005e1dd0	0x1e1dd0	.rdata	ascii	4	proj
0x005e1dd8	0x1e1dd8	.rdata	ascii	7	texCube
0x005e2a40	0x1e2a40	.rdata	ascii	7	SPECIAL
0x005e2a48	0x1e2a48	.rdata	ascii	4	VOID
0x005e2d2f	0x1e2d2f	.rdata	ascii	22	@D3DX9 Shader Compiler
0x005e3224	0x1e3224	.rdata	ascii	4	IDAT
0x005e322c	0x1e322c	.rdata	ascii	4	IEND
0x005e3234	0x1e3234	.rdata	ascii	4	PLTE
0x005e323c	0x1e323c	.rdata	ascii	4	bKGD
0x005e3244	0x1e3244	.rdata	ascii	4	cHRM
0x005e324c	0x1e324c	.rdata	ascii	4	gAMA
0x005e3254	0x1e3254	.rdata	ascii	4	hIST
0x005e325c	0x1e325c	.rdata	ascii	4	iCCP
0x005e3264	0x1e3264	.rdata	ascii	4	iTXt
0x005e326c	0x1e326c	.rdata	ascii	4	oFFs
0x005e3274	0x1e3274	.rdata	ascii	4	pCAL
0x005e327c	0x1e327c	.rdata	ascii	4	sCAL
0x005e3284	0x1e3284	.rdata	ascii	4	pHYs
0x005e328c	0x1e328c	.rdata	ascii	4	sBIT
0x005e3294	0x1e3294	.rdata	ascii	4	sPLT
0x005e329c	0x1e329c	.rdata	ascii	4	sRGB
0x005e32a4	0x1e32a4	.rdata	ascii	4	tEXt
0x005e32ac	0x1e32ac	.rdata	ascii	4	tIME
0x005e32b4	0x1e32b4	.rdata	ascii	4	tRNS
0x005e32bc	0x1e32bc	.rdata	ascii	4	zTXt
0x005e336c	0x1e336c	.rdata	ascii	16	0123456789ABCDEF
0x005e33ae	0x1e33ae	.rdata	ascii	54	p? deflate 1.1.3 Copyright 1995-1998 Jean-loup Gailly 
0x005e42f0	0x1e42f0	.rdata	ascii	46	 inflate 1.1.3 Copyright 1995-1998 Mark Adler 
0x005e48ef	0x1e48ef	.rdata	ascii	4	fff$
0x005e49c2	0x1e49c2	.rdata	ascii	9	>cs{ogcc>
0x005e49ef	0x1e49ef	.rdata	ascii	9	>c``<``c>
0x005e4a3a	0x1e4a3a	.rdata	ascii	9	>ccc>ccc>
0x005e4ad0	0x1e4ad0	.rdata	ascii	9	?fff>fff?
0x005e4bb1	0x1e4bb1	.rdata	ascii	10	>cccck{>0p
0x005e4bc0	0x1e4bc0	.rdata	ascii	9	?fff>6ffg
0x005e4bed	0x1e4bed	.rdata	ascii	9	cccccccc>
0x005e4c65	0x1e4c65	.rdata	ascii	9	<0000000<
0x005e4cce	0x1e4cce	.rdata	ascii	9	800<6333n
0x005e4d2b	0x1e4d2b	.rdata	ascii	8	p````ff<
0x005e4d67	0x1e4d67	.rdata	ascii	6	;fffff
0x005e4d76	0x1e4d76	.rdata	ascii	6	>cccc>
0x005e4d94	0x1e4d94	.rdata	ascii	8	n333>00x
0x005e4dd0	0x1e4dd0	.rdata	ascii	6	33333n
0x005e4e30	0x1e4e30	.rdata	ascii	65	@@(#)$Id: //Physics/Rwp37Active/src/core/context/src/RwpMgr.c#1 $
0x005e4e78	0x1e4e78	.rdata	ascii	65	@@(#)$Id: //Physics/Rwp37Active/src/core/context/src/RwpDyn.c#1 $
0x005e4ec0	0x1e4ec0	.rdata	ascii	67	@@(#)$Id: //Physics/Rwp37Active/src/core/volume/src/RwpVolume.c#1 $
0x005e4f08	0x1e4f08	.rdata	ascii	67	@@(#)$Id: //Physics/Rwp37Active/src/core/volume/src/RwpSphere.c#1 $
0x005e5058	0x1e5058	.rdata	ascii	69	@@(#)$Id: //Physics/Rwp37Active/src/core/context/src/RwpContext.c#1 $
0x005e50a0	0x1e50a0	.rdata	ascii	65	@@(#)$Id: //Physics/Rwp37Active/src/core/context/src/RwpObj.c#1 $
0x005e5138	0x1e5138	.rdata	ascii	69	@@(#)$Id: //Physics/Rwp37Active/src/core/context/src/RwpRefPair.c#1 $
0x005e5180	0x1e5180	.rdata	ascii	69	@@(#)$Id: //Physics/Rwp37Active/src/core/volume/src/RwpCylinder.c#1 $
0x005e5202	0x1e5202	.rdata	utf-16le	4	ccc0
0x005e52f0	0x1e52f0	.rdata	ascii	68	@@(#)$Id: //Physics/Rwp37Active/src/core/volume/src/RwpCapsule.c#1 $
0x005e53d0	0x1e53d0	.rdata	ascii	71	@@(#)$Id: //Physics/Rwp37Active/src/core/farfield/src/RwpFarfield.c#1 $
0x005e5420	0x1e5420	.rdata	ascii	64	@@(#)$Id: //Physics/Rwp37Active/src/core/utils/src/RwpMath.c#1 $
0x005e5478	0x1e5478	.rdata	ascii	65	@@(#)$Id: //Physics/Rwp37Active/src/core/volume/src/RwpGrid.c#3 $
0x005e5508	0x1e5508	.rdata	ascii	72	@@(#)$Id: //Physics/Rwp37Active/src/core/volume/src/RwpVolumeUtils.c#1 $
0x005e5558	0x1e5558	.rdata	ascii	75	@@(#)$Id: //Physics/Rwp37Active/src/core/solverutils/src/RwpPartition.c#1 $
0x005e55a8	0x1e55a8	.rdata	ascii	66	@@(#)$Id: //Physics/Rwp37Active/src/core/volume/src/RwpBatch.c#1 $
0x005e55f0	0x1e55f0	.rdata	ascii	75	@@(#)$Id: //Physics/Rwp37Active/src/core/solverutils/src/RwpMatrixCap.c#2 $
0x005e5640	0x1e5640	.rdata	ascii	72	@@(#)$Id: //Physics/Rwp37Active/src/core/volume/src/RwpFixedVolume.c#1 $
0x005e5690	0x1e5690	.rdata	ascii	83	@@(#)$Id: //Physics/Rwp37Active/src/core/solverutils/src/RwpIntegrate_vanilla.c#1 $
0x005e56e8	0x1e56e8	.rdata	ascii	77	@@(#)$Id: //Physics/Rwp37Active/src/core/solverutils/src/RwpConstraints.c#1 $
0x005e5820	0x1e5820	.rdata	ascii	80	@@(#)$Id: //Physics/Rwp37Active/src/core/volume/src/RwpConvexHullMassProps.c#1 $
0x005e5964	0x1e5964	.rdata	ascii	58	@@(#)$Id: //Physics/dev/src/core/volume/src/RwpBatch.c#6 $
0x005e59a0	0x1e59a0	.rdata	ascii	58	@@(#)$Id: //Physics/dev/src/core/volume/src/RwpBatch.c#6 $
0x005e59dc	0x1e59dc	.rdata	ascii	58	@@(#)$Id: //Physics/dev/src/core/volume/src/RwpBatch.c#6 $
0x005e5b50	0x1e5b50	.rdata	ascii	72	@@(#)$Id: //Physics/Rwp37Active/src/core/volume/src/RwpAggChildren.c#1 $
0x005e5b9c	0x1e5b9c	.rdata	ascii	58	@@(#)$Id: //Physics/dev/src/core/volume/src/RwpBatch.c#6 $
0x005e5bd8	0x1e5bd8	.rdata	ascii	64	@@(#)$Id: //Physics/Rwp37Active/src/core/volume/src/RwpGjk.c#2 $
0x005e5d68	0x1e5d68	.rdata	ascii	69	@@(#)$Id: //Physics/Rwp37Active/src/core/volume/src/RwpTriangle.c#1 $
0x005e5e94	0x1e5e94	.rdata	ascii	61	@@(#)$Id: //Physics/Rwp37Active/src/body/src/RwpBodyObj.c#2 $
0x005e5ed4	0x1e5ed4	.rdata	ascii	61	@@(#)$Id: //Physics/Rwp37Active/src/body/src/RwpBodyDef.c#1 $
0x005e5f14	0x1e5f14	.rdata	ascii	61	@@(#)$Id: //Physics/Rwp37Active/src/body/src/RwpBodyStd.c#1 $
0x005e5f58	0x1e5f58	.rdata	ascii	67	@@(#)$Id: //Physics/Rwp37Active/src/qhull/src/RwpQHullWrapper.c#1 $
0x005e6098	0x1e6098	.rdata	ascii	67	@@(#)$Id: //Physics/Rwp37Active/src/ragdoll/src/RwpRagdollDef.c#1 $
0x005e6108	0x1e6108	.rdata	ascii	67	@@(#)$Id: //Physics/Rwp37Active/src/ragdoll/src/RwpRagdollStd.c#1 $
0x005e77e8	0x1e77e8	.rdata	ascii	4	DXT1
0x005e7808	0x1e7808	.rdata	ascii	4	DXT2
0x005e7828	0x1e7828	.rdata	ascii	4	DXT3
0x005e7848	0x1e7848	.rdata	ascii	4	DXT4
0x005e7868	0x1e7868	.rdata	ascii	4	DXT5
0x005e7920	0x1e7920	.rdata	ascii	67	@@(#)$Id: //Physics/Rwp37Active/src/core/volume/src/RwpConvex.c#1 $
0x005e79b0	0x1e79b0	.rdata	ascii	66	@@(#)$Id: //Physics/Rwp37Active/src/core/volume/src/RwpPlane.c#1 $
0x005e7b44	0x1e7b44	.rdata	ascii	59	c:\toast\Code\WORKSPACE_PC\TOAST_PC\Submission\TOAST_PC.pdb
0x005e83a6	0x1e83a6	.rdata	ascii	18	DirectInput8Create
0x005e83ba	0x1e83ba	.rdata	ascii	11	DINPUT8.dll
0x005e83f4	0x1e83f4	.rdata	ascii	6	GetACP
0x005e8520	0x1e8520	.rdata	ascii	13	FindResourceA
0x005e856e	0x1e856e	.rdata	ascii	21	DeleteCriticalSection
0x005e8586	0x1e8586	.rdata	ascii	20	EnterCriticalSection
0x005e8624	0x1e8624	.rdata	ascii	11	CloseHandle
0x005e8632	0x1e8632	.rdata	ascii	12	CreateEventA
0x005e869e	0x1e869e	.rdata	ascii	16	CreateSemaphoreA
0x005e86c2	0x1e86c2	.rdata	ascii	11	FreeLibrary
0x005e8764	0x1e8764	.rdata	ascii	12	CreateThread
0x005e8772	0x1e8772	.rdata	ascii	12	KERNEL32.dll
0x005e87b0	0x1e87b0	.rdata	ascii	10	CharUpperA
0x005e883c	0x1e883c	.rdata	ascii	9	EndDialog
0x005e8848	0x1e8848	.rdata	ascii	15	DialogBoxParamA
0x005e888a	0x1e888a	.rdata	ascii	16	DispatchMessageA
0x005e88d2	0x1e88d2	.rdata	ascii	14	DefWindowProcA
0x005e88e4	0x1e88e4	.rdata	ascii	15	CreateWindowExA
0x005e88f6	0x1e88f6	.rdata	ascii	16	AdjustWindowRect
0x005e892a	0x1e892a	.rdata	ascii	13	DestroyWindow
0x005e8996	0x1e8996	.rdata	ascii	10	USER32.dll
0x005e89b4	0x1e89b4	.rdata	ascii	9	GDI32.dll
0x005e89f0	0x1e89f0	.rdata	ascii	12	ADVAPI32.dll
0x005e8a00	0x1e8a00	.rdata	ascii	16	CoCreateInstance
0x005e8a14	0x1e8a14	.rdata	ascii	12	CoInitialize
0x005e8a24	0x1e8a24	.rdata	ascii	14	CoTaskMemAlloc
0x005e8a36	0x1e8a36	.rdata	ascii	14	CoUninitialize
0x005e8a48	0x1e8a48	.rdata	ascii	21	CoFreeUnusedLibraries
0x005e8a60	0x1e8a60	.rdata	ascii	13	CoTaskMemFree
0x005e8a6e	0x1e8a6e	.rdata	ascii	9	ole32.dll
0x005e8a78	0x1e8a78	.rdata	ascii	12	OLEAUT32.dll
0x005e8a88	0x1e8a88	.rdata	ascii	15	Direct3DCreate9
0x005e8a98	0x1e8a98	.rdata	ascii	8	d3d9.dll
0x005e8aa4	0x1e8aa4	.rdata	ascii	13	timeKillEvent
0x005e8ab4	0x1e8ab4	.rdata	ascii	15	timeBeginPeriod
0x005e8ac6	0x1e8ac6	.rdata	ascii	13	timeEndPeriod
0x005e8ad6	0x1e8ad6	.rdata	ascii	11	timeGetTime
0x005e8ae4	0x1e8ae4	.rdata	ascii	12	timeSetEvent
0x005e8af2	0x1e8af2	.rdata	ascii	9	WINMM.dll
0x005e8afc	0x1e8afc	.rdata	ascii	10	DSOUND.dll
0x005e8b0a	0x1e8b0a	.rdata	ascii	11	ExitProcess
0x005e8ba4	0x1e8ba4	.rdata	ascii	15	GetCommandLineA
0x005e8cb2	0x1e8cb2	.rdata	ascii	23	FreeEnvironmentStringsA
0x005e8ce4	0x1e8ce4	.rdata	ascii	23	FreeEnvironmentStringsW
0x005e8d56	0x1e8d56	.rdata	ascii	9	GetCPInfo
0x005e8db0	0x1e8db0	.rdata	ascii	16	FlushFileBuffers
0x005e8dc4	0x1e8dc4	.rdata	ascii	11	CreateFileA
0x005e8e08	0x1e8e08	.rdata	ascii	18	EnumSystemLocalesA
0x005e8e96	0x1e8e96	.rdata	ascii	14	CompareStringA
0x005e8ea8	0x1e8ea8	.rdata	ascii	14	CompareStringW
0x005e8f4a	0x1e8f4a	.rdata	ascii	18	CreateFileMappingA
0x005e8f60	0x1e8f60	.rdata	ascii	11	CreateFileW
0x005e8f96	0x1e8f96	.rdata	ascii	13	GetClientRect
0x005e8fb6	0x1e8fb6	.rdata	ascii	18	AdjustWindowRectEx
0x005e900a	0x1e900a	.rdata	ascii	12	DeleteObject
0x005e9028	0x1e9028	.rdata	ascii	10	ExitThread
0x005ea080	0x1ea080	.data	ascii	6	Bronze
0x005ea088	0x1ea088	.data	ascii	6	Silver
0x005ea090	0x1ea090	.data	ascii	4	Gold
0x005f33f8	0x1f33f8	.data	ascii	8	training
0x005f3440	0x1f3440	.data	ascii	6	superg
0x005f3488	0x1f3488	.data	ascii	6	arctic
0x005f34d0	0x1f34d0	.data	ascii	8	rouabout
0x005f3518	0x1f3518	.data	ascii	5	sands
0x005f3560	0x1f3560	.data	ascii	7	warzone
0x005f35a8	0x1f35a8	.data	ascii	6	forest
0x005f35f0	0x1f35f0	.data	ascii	5	egypt
0x005f3638	0x1f3638	.data	ascii	5	storm
0x005f3680	0x1f3680	.data	ascii	4	dump
0x005f36c8	0x1f36c8	.data	ascii	7	highway
0x005f3710	0x1f3710	.data	ascii	8	neustein
0x005f3758	0x1f3758	.data	ascii	4	city
0x005f37a8	0x1f37a8	.data	ascii	8	Shuriken
0x005f37b8	0x1f37b8	.data	ascii	9	Shuriken0
0x005f37c8	0x1f37c8	.data	ascii	8	Shuriken
0x005f37d8	0x1f37d8	.data	ascii	8	cargloss
0x005f37e8	0x1f37e8	.data	ascii	6	shadow
0x005f37f8	0x1f37f8	.data	ascii	8	dfshadow
0x005f3808	0x1f3808	.data	ascii	8	dbshadow
0x005f3818	0x1f3818	.data	ascii	7	dshadow
0x005f382c	0x1f382c	.data	ascii	8	Shuriken
0x005f383c	0x1f383c	.data	ascii	9	Shuriken1
0x005f384c	0x1f384c	.data	ascii	8	Shuriken
0x005f385c	0x1f385c	.data	ascii	8	cargloss
0x005f386c	0x1f386c	.data	ascii	6	shadow
0x005f387c	0x1f387c	.data	ascii	8	dfshadow
0x005f388c	0x1f388c	.data	ascii	8	dbshadow
0x005f389c	0x1f389c	.data	ascii	7	dshadow
0x005f38b0	0x1f38b0	.data	ascii	8	Shuriken
0x005f38c0	0x1f38c0	.data	ascii	9	Shuriken2
0x005f38d0	0x1f38d0	.data	ascii	8	Shuriken
0x005f38e0	0x1f38e0	.data	ascii	8	cargloss
0x005f38f0	0x1f38f0	.data	ascii	6	shadow
0x005f3900	0x1f3900	.data	ascii	8	dfshadow
0x005f3910	0x1f3910	.data	ascii	8	dbshadow
0x005f3920	0x1f3920	.data	ascii	7	dshadow
0x005f3934	0x1f3934	.data	ascii	8	Shuriken
0x005f3944	0x1f3944	.data	ascii	9	Shuriken3
0x005f3954	0x1f3954	.data	ascii	8	Shuriken
0x005f3964	0x1f3964	.data	ascii	8	cargloss
0x005f3974	0x1f3974	.data	ascii	6	shadow
0x005f3984	0x1f3984	.data	ascii	8	dfshadow
0x005f3994	0x1f3994	.data	ascii	8	dbshadow
0x005f39a4	0x1f39a4	.data	ascii	7	dshadow
0x005f39b8	0x1f39b8	.data	ascii	8	Shuriken
0x005f39c8	0x1f39c8	.data	ascii	9	Shuriken4
0x005f39d8	0x1f39d8	.data	ascii	8	Shuriken
0x005f39e8	0x1f39e8	.data	ascii	8	cargloss
0x005f39f8	0x1f39f8	.data	ascii	6	shadow
0x005f3a08	0x1f3a08	.data	ascii	8	dfshadow
0x005f3a18	0x1f3a18	.data	ascii	8	dbshadow
0x005f3a28	0x1f3a28	.data	ascii	7	dshadow
0x005f3a3c	0x1f3a3c	.data	ascii	8	Shuriken
0x005f3a4c	0x1f3a4c	.data	ascii	9	Shuriken5
0x005f3a5c	0x1f3a5c	.data	ascii	8	Shuriken
0x005f3a6c	0x1f3a6c	.data	ascii	8	cargloss
0x005f3a7c	0x1f3a7c	.data	ascii	6	shadow
0x005f3a8c	0x1f3a8c	.data	ascii	8	dfshadow
0x005f3a9c	0x1f3a9c	.data	ascii	8	dbshadow
0x005f3aac	0x1f3aac	.data	ascii	7	dshadow
0x005f3ac0	0x1f3ac0	.data	ascii	8	Advantag
0x005f3ad0	0x1f3ad0	.data	ascii	10	Advantage0
0x005f3ae0	0x1f3ae0	.data	ascii	9	Advantage
0x005f3af0	0x1f3af0	.data	ascii	8	cargloss
0x005f3b00	0x1f3b00	.data	ascii	6	shadow
0x005f3b10	0x1f3b10	.data	ascii	8	dfshadow
0x005f3b20	0x1f3b20	.data	ascii	8	dbshadow
0x005f3b30	0x1f3b30	.data	ascii	7	dshadow
0x005f3b44	0x1f3b44	.data	ascii	8	Advantag
0x005f3b54	0x1f3b54	.data	ascii	10	Advantage1
0x005f3b64	0x1f3b64	.data	ascii	9	Advantage
0x005f3b74	0x1f3b74	.data	ascii	8	cargloss
0x005f3b84	0x1f3b84	.data	ascii	6	shadow
0x005f3b94	0x1f3b94	.data	ascii	8	dfshadow
0x005f3ba4	0x1f3ba4	.data	ascii	8	dbshadow
0x005f3bb4	0x1f3bb4	.data	ascii	7	dshadow
0x005f3bc8	0x1f3bc8	.data	ascii	8	Advantag
0x005f3bd8	0x1f3bd8	.data	ascii	10	Advantage2
0x005f3be8	0x1f3be8	.data	ascii	9	Advantage
0x005f3bf8	0x1f3bf8	.data	ascii	8	cargloss
0x005f3c08	0x1f3c08	.data	ascii	6	shadow
0x005f3c18	0x1f3c18	.data	ascii	8	dfshadow
0x005f3c28	0x1f3c28	.data	ascii	8	dbshadow
0x005f3c38	0x1f3c38	.data	ascii	7	dshadow
0x005f3c4c	0x1f3c4c	.data	ascii	8	Advantag
0x005f3c5c	0x1f3c5c	.data	ascii	10	Advantage3
0x005f3c6c	0x1f3c6c	.data	ascii	9	Advantage
0x005f3c7c	0x1f3c7c	.data	ascii	8	cargloss
0x005f3c8c	0x1f3c8c	.data	ascii	6	shadow
0x005f3c9c	0x1f3c9c	.data	ascii	8	dfshadow
0x005f3cac	0x1f3cac	.data	ascii	8	dbshadow
0x005f3cbc	0x1f3cbc	.data	ascii	7	dshadow
0x005f3cd0	0x1f3cd0	.data	ascii	8	Advantag
0x005f3ce0	0x1f3ce0	.data	ascii	10	Advantage4
0x005f3cf0	0x1f3cf0	.data	ascii	9	Advantage
0x005f3d00	0x1f3d00	.data	ascii	8	cargloss
0x005f3d10	0x1f3d10	.data	ascii	6	shadow
0x005f3d20	0x1f3d20	.data	ascii	8	dfshadow
0x005f3d30	0x1f3d30	.data	ascii	8	dbshadow
0x005f3d40	0x1f3d40	.data	ascii	7	dshadow
0x005f3d54	0x1f3d54	.data	ascii	8	Advantag
0x005f3d64	0x1f3d64	.data	ascii	10	Advantage5
0x005f3d74	0x1f3d74	.data	ascii	9	Advantage
0x005f3d84	0x1f3d84	.data	ascii	8	cargloss
0x005f3d94	0x1f3d94	.data	ascii	6	shadow
0x005f3da4	0x1f3da4	.data	ascii	8	dfshadow
0x005f3db4	0x1f3db4	.data	ascii	8	dbshadow
0x005f3dc4	0x1f3dc4	.data	ascii	7	dshadow
0x005f3dd8	0x1f3dd8	.data	ascii	5	Atmos
0x005f3de8	0x1f3de8	.data	ascii	6	Atmos0
0x005f3df8	0x1f3df8	.data	ascii	5	Atmos
0x005f3e08	0x1f3e08	.data	ascii	8	cargloss
0x005f3e18	0x1f3e18	.data	ascii	6	shadow
0x005f3e28	0x1f3e28	.data	ascii	8	dfshadow
0x005f3e38	0x1f3e38	.data	ascii	8	dbshadow
0x005f3e48	0x1f3e48	.data	ascii	7	dshadow
0x005f3e5c	0x1f3e5c	.data	ascii	5	Atmos
0x005f3e6c	0x1f3e6c	.data	ascii	6	Atmos1
0x005f3e7c	0x1f3e7c	.data	ascii	5	Atmos
0x005f3e8c	0x1f3e8c	.data	ascii	8	cargloss
0x005f3e9c	0x1f3e9c	.data	ascii	6	shadow
0x005f3eac	0x1f3eac	.data	ascii	8	dfshadow
0x005f3ebc	0x1f3ebc	.data	ascii	8	dbshadow
0x005f3ecc	0x1f3ecc	.data	ascii	7	dshadow
0x005f3ee0	0x1f3ee0	.data	ascii	5	Atmos
0x005f3ef0	0x1f3ef0	.data	ascii	6	Atmos2
0x005f3f00	0x1f3f00	.data	ascii	5	Atmos
0x005f3f10	0x1f3f10	.data	ascii	8	cargloss
0x005f3f20	0x1f3f20	.data	ascii	6	shadow
0x005f3f30	0x1f3f30	.data	ascii	8	dfshadow
0x005f3f40	0x1f3f40	.data	ascii	8	dbshadow
0x005f3f50	0x1f3f50	.data	ascii	7	dshadow
0x005f3f64	0x1f3f64	.data	ascii	5	Atmos
0x005f3f74	0x1f3f74	.data	ascii	6	Atmos3
0x005f3f84	0x1f3f84	.data	ascii	5	Atmos
0x005f3f94	0x1f3f94	.data	ascii	8	cargloss
0x005f3fa4	0x1f3fa4	.data	ascii	6	shadow
0x005f3fb4	0x1f3fb4	.data	ascii	8	dfshadow
0x005f3fc4	0x1f3fc4	.data	ascii	8	dbshadow
0x005f3fd4	0x1f3fd4	.data	ascii	7	dshadow
0x005f3fe8	0x1f3fe8	.data	ascii	5	Atmos
0x005f3ff8	0x1f3ff8	.data	ascii	6	Atmos4
0x005f4008	0x1f4008	.data	ascii	5	Atmos
0x005f4018	0x1f4018	.data	ascii	8	cargloss
0x005f4028	0x1f4028	.data	ascii	6	shadow
0x005f4038	0x1f4038	.data	ascii	8	dfshadow
0x005f4048	0x1f4048	.data	ascii	8	dbshadow
0x005f4058	0x1f4058	.data	ascii	7	dshadow
0x005f406c	0x1f406c	.data	ascii	5	Atmos
0x005f407c	0x1f407c	.data	ascii	6	Atmos5
0x005f408c	0x1f408c	.data	ascii	5	Atmos
0x005f409c	0x1f409c	.data	ascii	8	cargloss
0x005f40ac	0x1f40ac	.data	ascii	6	shadow
0x005f40bc	0x1f40bc	.data	ascii	8	dfshadow
0x005f40cc	0x1f40cc	.data	ascii	8	dbshadow
0x005f40dc	0x1f40dc	.data	ascii	7	dshadow
0x005f40f0	0x1f40f0	.data	ascii	8	Stallion
0x005f4100	0x1f4100	.data	ascii	9	Stallion0
0x005f4110	0x1f4110	.data	ascii	8	Stallion
0x005f4120	0x1f4120	.data	ascii	8	cargloss
0x005f4130	0x1f4130	.data	ascii	6	shadow
0x005f4140	0x1f4140	.data	ascii	8	dfshadow
0x005f4150	0x1f4150	.data	ascii	8	dbshadow
0x005f4160	0x1f4160	.data	ascii	7	dshadow
0x005f4174	0x1f4174	.data	ascii	8	Stallion
0x005f4184	0x1f4184	.data	ascii	9	Stallion1
0x005f4194	0x1f4194	.data	ascii	8	Stallion
0x005f41a4	0x1f41a4	.data	ascii	8	cargloss
0x005f41b4	0x1f41b4	.data	ascii	6	shadow
0x005f41c4	0x1f41c4	.data	ascii	8	dfshadow
0x005f41d4	0x1f41d4	.data	ascii	8	dbshadow
0x005f41e4	0x1f41e4	.data	ascii	7	dshadow
0x005f41f8	0x1f41f8	.data	ascii	8	Stallion
0x005f4208	0x1f4208	.data	ascii	9	Stallion2
0x005f4218	0x1f4218	.data	ascii	8	Stallion
0x005f4228	0x1f4228	.data	ascii	8	cargloss
0x005f4238	0x1f4238	.data	ascii	6	shadow
0x005f4248	0x1f4248	.data	ascii	8	dfshadow
0x005f4258	0x1f4258	.data	ascii	8	dbshadow
0x005f4268	0x1f4268	.data	ascii	7	dshadow
0x005f427c	0x1f427c	.data	ascii	8	Stallion
0x005f428c	0x1f428c	.data	ascii	9	Stallion3
0x005f429c	0x1f429c	.data	ascii	8	Stallion
0x005f42ac	0x1f42ac	.data	ascii	8	cargloss
0x005f42bc	0x1f42bc	.data	ascii	6	shadow
0x005f42cc	0x1f42cc	.data	ascii	8	dfshadow
0x005f42dc	0x1f42dc	.data	ascii	8	dbshadow
0x005f42ec	0x1f42ec	.data	ascii	7	dshadow
0x005f4300	0x1f4300	.data	ascii	8	Stallion
0x005f4310	0x1f4310	.data	ascii	9	Stallion4
0x005f4320	0x1f4320	.data	ascii	8	Stallion
0x005f4330	0x1f4330	.data	ascii	8	cargloss
0x005f4340	0x1f4340	.data	ascii	6	shadow
0x005f4350	0x1f4350	.data	ascii	8	dfshadow
0x005f4360	0x1f4360	.data	ascii	8	dbshadow
0x005f4370	0x1f4370	.data	ascii	7	dshadow
0x005f4384	0x1f4384	.data	ascii	8	Stallion
0x005f4394	0x1f4394	.data	ascii	9	Stallion5
0x005f43a4	0x1f43a4	.data	ascii	8	Stallion
0x005f43b4	0x1f43b4	.data	ascii	8	cargloss
0x005f43c4	0x1f43c4	.data	ascii	6	shadow
0x005f43d4	0x1f43d4	.data	ascii	8	dfshadow
0x005f43e4	0x1f43e4	.data	ascii	8	dbshadow
0x005f43f4	0x1f43f4	.data	ascii	7	dshadow
0x005f4408	0x1f4408	.data	ascii	6	Bullet
0x005f4418	0x1f4418	.data	ascii	7	Bullet0
0x005f4428	0x1f4428	.data	ascii	6	Bullet
0x005f4438	0x1f4438	.data	ascii	8	cargloss
0x005f4448	0x1f4448	.data	ascii	6	shadow
0x005f4458	0x1f4458	.data	ascii	8	dfshadow
0x005f4468	0x1f4468	.data	ascii	8	dbshadow
0x005f4478	0x1f4478	.data	ascii	7	dshadow
0x005f448c	0x1f448c	.data	ascii	6	Bullet
0x005f449c	0x1f449c	.data	ascii	7	Bullet1
0x005f44ac	0x1f44ac	.data	ascii	6	Bullet
0x005f44bc	0x1f44bc	.data	ascii	8	cargloss
0x005f44cc	0x1f44cc	.data	ascii	6	shadow
0x005f44dc	0x1f44dc	.data	ascii	8	dfshadow
0x005f44ec	0x1f44ec	.data	ascii	8	dbshadow
0x005f44fc	0x1f44fc	.data	ascii	7	dshadow
0x005f4510	0x1f4510	.data	ascii	6	Bullet
0x005f4520	0x1f4520	.data	ascii	7	Bullet2
0x005f4530	0x1f4530	.data	ascii	6	Bullet
0x005f4540	0x1f4540	.data	ascii	8	cargloss
0x005f4550	0x1f4550	.data	ascii	6	shadow
0x005f4560	0x1f4560	.data	ascii	8	dfshadow
0x005f4570	0x1f4570	.data	ascii	8	dbshadow
0x005f4580	0x1f4580	.data	ascii	7	dshadow
0x005f4594	0x1f4594	.data	ascii	6	Bullet
0x005f45a4	0x1f45a4	.data	ascii	7	Bullet3
0x005f45b4	0x1f45b4	.data	ascii	6	Bullet
0x005f45c4	0x1f45c4	.data	ascii	8	cargloss
0x005f45d4	0x1f45d4	.data	ascii	6	shadow
0x005f45e4	0x1f45e4	.data	ascii	8	dfshadow
0x005f45f4	0x1f45f4	.data	ascii	8	dbshadow
0x005f4604	0x1f4604	.data	ascii	7	dshadow
0x005f4618	0x1f4618	.data	ascii	6	Bullet
0x005f4628	0x1f4628	.data	ascii	7	Bullet4
0x005f4638	0x1f4638	.data	ascii	6	Bullet
0x005f4648	0x1f4648	.data	ascii	8	cargloss
0x005f4658	0x1f4658	.data	ascii	6	shadow
0x005f4668	0x1f4668	.data	ascii	8	dfshadow
0x005f4678	0x1f4678	.data	ascii	8	dbshadow
0x005f4688	0x1f4688	.data	ascii	7	dshadow
0x005f469c	0x1f469c	.data	ascii	6	Bullet
0x005f46ac	0x1f46ac	.data	ascii	7	Bullet5
