0x005ca4a8	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `FUN_0049c6d0()`. Deduped — see 0x005ca340.
0x005ca4c0	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `FUN_0049c6d0()`. Deduped — see 0x005ca340.
0x005ca4c8	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `FUN_0049c6d0()`. Deduped — see 0x005ca340.
0x005ca4e0	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `FUN_0049c6d0()`. Deduped — see 0x005ca340.
0x005ca500	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `FUN_0049c6d0()`. Deduped — see 0x005ca340.
0x005ca520	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `FUN_0049f300()`. Distinct dtor — not part of the 0x0049c6d0 high-fan-in...
0x005ca540	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `FUN_0049eeb0()`. Reused by 0x005ca5c0, 0x005ca640.
0x005ca560	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `FUN_0049c6d0()`. Deduped — see 0x005ca340.
0x005ca580	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `FUN_004a2ae0()`. Reused by 0x005ca5c8.
0x005ca5a0	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `thunk_FUN_004a28b0()` — calls a thunk dtor.
0x005ca5c0	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `FUN_0049eeb0()`. Deduped — see 0x005ca540.
0x005ca5c8	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `FUN_004a2ae0()`. Deduped — see 0x005ca580.
0x005ca5e0	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `_free(*(void**)(unaff_EBP + 8))` — frees frame slot `[EBP+8]`. Same...
0x005ca600	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `FUN_0049c6d0()`. Deduped — see 0x005ca340.
0x005ca620	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `FUN_0049c6d0()`. Deduped — see 0x005ca340.
0x005ca640	[C1 2026-05-18] MSVC SEH unwind funclet (atypically large; carries a small fixup before the tail-call).
0x005ca680	[C1 2026-05-18] MSVC SEH unwind funclet. Body: `FUN_004a26f0()`. Distinct dtor.
0x005cb000	[C1 2026-05-18] `__fastcall` six-arg routine. Of the six declared params, ECX (`param_1`) and EDX (`param_2`) are...
0x005cb07f	[C1 2026-05-18] `__fastcall` six-arg routine — twin of FUN_005cb000 but without the translation column.
0x005cb0ef	[C1 2026-05-18] `__fastcall` five-arg routine — single-vec3 form (no loop) of FUN_005cb000.
